x,y,label
66.332306,6.511495,active
46.486397,-0.7298704,priorities
67.72202,-4.1403203,bachelor
61.06641,2.3061776,b
51.79023,1.5270749,global
33.15625,19.190237,curricular
62.36509,4.208142,many
53.053818,-3.3181522,co
50.65785,-0.6637261,legal
54.18541,13.224741,fields
61.68618,12.896754,success
65.066376,14.756013,age
54.314632,13.404851,mobility
49.32848,9.669325,promote
60.841682,-6.1615205,continuous
67.219154,12.975828,family
63.13116,0.38679406,centres
53.25997,22.847143,natural
58.974323,1.5569022,line
63.10928,8.2724085,competences
61.783943,2.1421638,transfer
54.026573,-4.5819163,ii
66.58559,4.394766,moes
48.800358,2.508447,governance
45.93214,18.340937,best
59.220757,7.373549,supporting
51.74541,-5.3664365,accordance
63.8557,-6.425129,lower
59.50177,-6.2516575,cycle
60.909718,-6.459992,adult
47.69577,2.7515595,see
49.60056,1.0953739,context
68.76381,2.7059355,million
68.823845,2.4653926,average
62.087666,13.048574,nature
56.403942,8.71846,continue
46.30934,3.6383595,stakeholders
63.35819,10.924569,means
63.535744,-5.1034727,second
61.20926,17.240007,care
65.151344,6.822005,thus
63.546043,10.600301,way
53.61262,-3.6652627,implemented
60.799812,1.2496824,efficiency
62.78439,-0.7677,profile
52.86529,-6.603298,guidelines
47.578354,9.467908,achieve
62.908974,11.662757,given
63.56953,8.961223,career
57.584915,18.360725,identify
67.44305,5.347912,organisations
59.51918,8.487804,aim
48.84808,3.4151218,bodies
55.34535,5.490095,contribute
53.672104,4.66385,ensuring
52.006325,4.4421587,hei
64.43993,-1.3974217,offer
57.356407,8.875472,course
51.043095,-3.6012444,medium
51.310535,18.614775,regions
68.86702,15.548244,changing
62.589508,13.239264,matter
62.215157,15.881307,meet
16.20243,19.679987,profiling
64.73791,8.010816,especially
30.888689,14.131466,providers
50.876026,22.487492,account
53.559372,-0.29667446,delivery
57.939926,13.27795,currently
58.743977,13.2535305,low
67.24055,9.262397,equipment
68.10985,11.808595,situations
59.89094,8.058682,building
61.781544,1.5279294,heis
61.77201,3.3945525,end
58.3841,10.023436,improved
47.55383,16.312181,agreements
54.729137,7.9931483,analysis
47.87558,14.532641,stage
52.964455,-3.5929554,legislation
47.476765,5.4419265,irish
61.205578,12.653812,involvement
64.37718,10.399692,able
54.08969,2.7874787,iii
53.59051,17.254442,example
60.842205,13.644749,companies
56.08093,2.178624,oriented
61.608982,-4.5180163,network
53.385017,6.8478603,initiatives
55.621655,-4.9436116,agencies
51.202698,17.212984,administrative
63.172546,-3.0710588,three
53.30193,-2.96471,committee
53.59267,19.620548,help
70.559044,1.9635935,personnel
49.427658,-2.3712432,www
55.02451,4.8591933,creation
60.891872,1.1470498,criteria
63.64171,11.972468,simple
66.05038,8.941028,material
45.27963,-7.8790555,layout
47.37197,1.7899613,hea
56.851093,6.8878255,addition
62.067463,14.264316,ability
61.783257,10.831383,would
48.177307,-8.508819,moldova
65.57356,8.546004,pedagogical
60.1212,-4.6775055,competence
54.910686,3.825683,involved
58.63199,6.494157,resource
51.675358,-3.277797,ongoing
61.17807,9.367356,efficient
60.95109,1.258135,procedures
53.37727,12.637161,case
61.297585,15.84398,participate
48.926167,-1.9038478,http
46.666065,-1.3196099,implementing
55.92638,3.7206764,organisation
43.029644,15.485911,common
46.09023,5.3785443,europe
46.91266,-0.21077129,documents
63.729748,5.106484,cost
64.57679,13.008838,small
56.03767,15.42905,certain
48.55062,22.057549,rules
61.0003,-6.2781525,initial
60.93413,12.336042,open
60.31341,14.301353,netherlands
48.238735,4.031529,main
44.501015,9.548246,taken
65.232796,17.642775,challenges
59.38318,1.6644717,establishment
48.595146,6.478749,together
54.747063,-4.939315,law
38.07501,11.2965555,agenda
53.470287,-4.7399573,establish
51.389744,21.116545,representatives
45.531147,-6.993894,final
41.567997,17.009281,citizens
57.116978,4.5764656,already
61.40342,13.985488,examples
54.350594,13.378366,formal
51.512814,4.82567,carried
52.47819,23.065525,apply
50.214542,16.94836,relation
45.38771,11.421937,values
55.147415,19.07166,enable
62.9343,11.336971,types
40.593674,8.660558,enterprise
55.782166,7.3791256,view
60.41818,-4.5126424,curricula
55.078094,14.551486,guidance
53.141113,16.286093,particularly
57.10266,17.384018,situation
58.190334,14.521417,proportion
44.282337,27.021578,large
60.859905,-6.6579766,continuing
57.05367,8.023073,required
65.44181,17.666138,protection
53.005566,22.226646,understanding
44.672176,15.976739,investment
59.393322,17.665478,target
47.65044,-0.032982517,document
41.805794,18.095095,collaboration
48.50466,14.171099,integrated
57.976097,21.817993,technologies
62.041462,0.80143446,recognition
49.93973,22.04658,relationships
47.34145,1.0789952,recommendations
63.67409,-1.5083216,pro
53.530743,8.122046,perspective
63.43317,-5.327921,post
55.61267,-5.7938824,authorities
60.53531,4.020031,table
55.02264,18.658491,value
60.8108,-4.7986093,qualification
58.576313,5.7463617,present
57.51916,5.0344653,result
44.745346,10.6990385,trends
57.940826,12.68686,share
52.68809,7.8223047,experts
56.027054,18.947165,others
45.221367,14.226731,municipalities
55.981617,11.759365,flexible
47.532013,16.045595,standard
53.964977,7.792409,clear
47.851414,22.474064,become
47.184406,9.728702,achieved
49.707195,22.417795,members
66.53708,16.81763,job
49.955418,0.6754603,civil
39.87999,14.093529,deliver
16.860687,22.574972,landscape
51.71887,21.625795,sources
66.690346,13.7607155,families
58.795185,5.384203,source
61.167458,9.075942,application
39.997326,8.354563,office
39.59572,28.78487,sufficient
57.99601,6.0649433,functions
54.467484,2.8412232,iv
63.749702,12.478201,learn
57.40283,13.506352,enrolment
55.351803,5.927921,expert
45.06381,6.0101748,union
47.178005,22.229107,needed
49.13826,9.840169,concept
43.04556,13.310413,lead
51.305172,7.0956244,short
47.89249,14.574617,preparation
34.043995,27.411829,partners
53.461308,11.350615,promoting
29.961393,23.767633,fundamental
48.311634,3.932871,reports
44.994854,4.901657,supports
57.772964,9.91488,lack
23.086739,25.73826,energy
54.80319,15.72372,additional
51.222954,6.099157,regarding
45.121086,16.835993,require
44.25378,16.73753,industry
50.508224,0.5263289,measure
69.00146,3.198363,lei
44.40198,16.450848,elements
46.24922,11.387742,major
50.441406,19.475983,another
43.06442,13.707737,achievement
55.81043,7.794293,created
49.9135,23.06662,positive
47.96627,18.142626,taking
50.5775,23.298615,political
50.825447,-4.4964266,normative
52.131607,16.605274,supported
62.475716,11.709657,opportunity
47.450146,2.6487958,partnership
57.13236,5.357827,regulations
58.299618,13.5012455,least
47.709717,2.9356916,structures
58.107197,4.9743905,schemes
43.56704,12.691295,languages
46.213825,-5.8663263,statement
53.225494,11.202988,effectiveness
55.36897,17.758272,extent
52.173923,21.541521,respect
51.597614,18.494234,costs
57.233578,6.490716,successful
54.293953,6.6701517,point
65.61738,17.564178,rights
16.759033,23.250862,media
58.384872,11.957245,capital
55.82209,14.359989,supply
56.28829,21.581503,materials
44.251266,10.870407,inclusion
48.5381,25.966625,pupil
45.96098,15.671797,provides
53.1863,11.221329,organization
58.040173,10.120534,possibilities
46.60423,14.543219,includes
63.281685,8.322113,modern
50.66196,5.617933,comprehensive
8.566375,18.061295,water
62.220303,12.241741,tasks
54.654297,3.5105543,joint
40.90062,28.537441,facilities
53.3255,3.397458,examination
53.03954,12.976305,introduced
40.83286,28.43852,adequate
51.902615,-4.549869,elaboration
48.166782,28.364653,complete
62.349976,10.236262,textbooks
58.169537,16.96892,emphasis
60.54964,17.090836,child
46.628517,26.166626,every
51.9073,7.555409,immediate
55.896454,16.40146,due
52.851353,16.466143,right
50.605846,15.275163,design
48.18138,27.10027,rural
16.222784,26.459412,abilities
42.636097,18.142635,creative
48.793694,-1.7205701,ie
39.67055,11.937279,aims
39.29391,9.404028,targets
61.246094,-4.2491183,inclusive
63.608467,4.4009523,without
62.34069,2.9208326,board
40.62968,8.702435,jobs
47.528915,3.7055202,en
47.438435,3.4795823,annual
40.83956,18.852858,whole
48.919773,27.030746,free
37.15762,31.19559,communities
47.611427,21.70492,give
26.54155,17.901018,art
44.919277,16.991259,requires
36.363365,31.247902,attention
24.754885,-36.95255,humans
40.235504,12.213853,overall
51.299393,10.774351,force
33.550915,26.33493,regard
4.866117,2.2996397,cities
46.66797,16.659138,principle
36.96094,15.989951,entrepreneurship
54.827568,12.507647,graduate
32.484646,25.993547,independent
55.359104,19.147158,diversity
64.853836,14.987061,disadvantaged
46.322617,17.897535,practices
56.32307,19.027905,problem
41.01875,17.835335,contribution
54.477318,20.681911,risk
48.019882,25.457367,reduce
43.65264,17.98373,innovative
61.045933,16.252272,assistance
51.12035,-4.321467,approval
37.68567,12.466021,departments
36.509567,17.529373,responsible
23.193947,21.696411,engagement
55.823177,2.658314,tion
18.744703,-15.125357,relationship
40.652424,17.940624,position
51.25014,15.408823,abroad
30.88491,15.270406,montenegro
51.983677,14.998891,hand
52.750763,7.660531,agreement
52.00605,13.523132,third
54.591198,12.987928,offered
50.80513,18.758577,region
46.6699,23.346771,awareness
45.67756,14.882336,identified
39.906242,12.213114,centre
12.829789,17.036148,democratic
68.72944,2.5879085,gel
48.249413,3.1920412,regulation
6.6143503,18.641973,environmental
63.88056,-6.4241805,upper
57.786507,13.642396,rates
30.738108,27.820372,critical
50.874496,16.699812,selection
46.339962,25.865704,employees
35.305534,20.241344,selected
33.7963,20.192085,strong
56.381775,8.161455,several
30.35846,30.153082,acquired
40.481606,27.531422,choice
32.5564,20.362383,experiences
49.520916,22.382057,behaviour
39.814392,22.015482,association
13.121948,22.953215,researchers
31.108742,22.064075,funded
37.386383,19.68238,grade
41.102253,27.367464,flexibility
34.56962,30.802898,equal
26.815996,30.568394,interest
32.666492,22.328588,focused
34.388165,30.276363,individuals
46.102192,11.322303,previous
21.054247,22.19614,thematic
40.46977,7.968762,minister
20.853638,15.009103,oecd
46.242077,17.775793,accountability
27.735628,29.873148,urban
34.00339,21.6674,relevance
43.82012,18.401472,wide
52.08994,5.203322,examinations
52.122334,17.658016,primarily
11.675019,-1.0342567,instruction
39.624023,32.09184,labor
48.913082,28.764364,enrolled
40.905476,7.8103604,vision
46.179302,27.574854,places
10.436623,16.547518,characteristics
51.42258,16.65086,regular
45.114132,16.887054,throughout
44.41827,12.778731,decisions
55.79239,21.645744,motivation
55.191265,8.549749,ministries
41.25452,17.484564,workforce
39.623444,31.998688,demands
42.611652,17.495607,play
30.084723,20.34212,prepared
51.9102,19.363138,gdp
52.344067,16.408371,efforts
56.76658,10.36023,pilot
44.459415,26.756199,significantly
62.099392,4.2921224,still
67.5379,4.645965,mths
52.18353,23.248457,real
46.963726,25.546827,even
45.20362,23.980177,whether
30.643032,29.003315,allow
53.358864,19.93506,fully
45.882854,-6.3633823,print
58.240986,14.765122,ratio
38.799946,26.635508,grades
30.463575,14.783416,autonomy
51.362705,14.5426,status
53.54966,17.812515,things
56.06781,16.355421,furthermore
45.21798,5.6435895,section
42.650803,24.384996,recent
47.332073,21.541763,manner
51.354904,16.767155,could
29.96626,22.705423,build
49.29787,3.916161,georgia
49.168232,6.694746,institutes
35.956898,20.72056,units
26.914755,19.544502,coming
46.30609,6.4435573,establishing
55.818485,-5.0146976,bih
45.034733,14.389787,points
32.215504,27.580866,influence
49.402534,14.965362,facilitate
43.54309,27.162008,less
43.034584,19.088593,aspects
36.535694,31.241795,disabilities
46.885834,16.004898,setting
23.770857,19.062498,capacities
56.320473,17.189688,scale
39.15813,15.088407,digital
43.01404,15.182065,proposals
33.471024,20.213724,purpose
56.400345,5.5275245,methodology
41.89822,23.442764,allocation
44.871002,15.538836,responsibilities
52.49321,13.201767,phase
37.358734,16.114305,achieving
55.506645,17.275938,around
46.052963,26.118332,possibility
43.54076,26.98323,amount
5.660998,-2.5605571,mandatory
26.19062,21.74388,survey
41.33243,17.654806,essential
31.83278,20.123474,enhance
44.091324,11.780646,consultation
35.86558,16.928972,included
46.927288,19.790197,l
28.858477,28.620508,encourage
36.550373,19.525038,defined
54.44089,14.490146,managers
32.84385,29.216045,production
55.583935,8.40429,since
47.452446,14.617947,promotion
48.22791,28.406103,compared
36.63078,24.890497,adults
65.34704,5.696098,evaluators
48.605034,18.395737,mutual
48.26175,21.93134,thinking
28.010395,22.352047,works
52.983162,22.147114,ways
48.247772,25.69383,type
48.635895,20.951899,assess
52.314342,13.460337,completion
28.208406,30.857962,technological
53.168243,13.332819,admission
29.59907,21.337208,functioning
38.54606,21.188385,prepare
32.867718,26.528778,choices
45.620598,5.979633,legislative
39.147205,10.235149,pdf
57.13871,17.039322,roles
24.295355,26.126152,safety
48.120068,16.795065,broad
56.53729,21.754353,profession
23.045753,29.36716,transition
40.5467,11.940292,published
14.577101,12.384157,fet
53.226246,15.142266,options
23.09933,18.48739,expertise
54.72793,21.592585,availability
56.90024,21.827888,distance
35.73053,16.995779,next
40.290325,17.481743,formation
37.946106,11.865197,dialogue
34.56004,15.412675,bologna
37.62838,24.233088,completed
39.04178,25.334187,distribution
26.49242,30.964888,hours
54.451366,16.084631,persons
52.60777,3.8893628,introduce
42.05564,15.037851,institute
42.80152,22.603363,mainly
47.04696,23.596388,alternative
43.42559,25.752937,cent
29.525858,25.3197,literacy
37.141724,20.64079,connection
39.260803,12.057374,publication
46.787014,2.8544166,directions
34.60388,30.324263,interests
44.95674,11.82723,chapter
40.904488,26.199293,reduction
44.76127,18.434128,aimed
52.148617,19.044502,extra
45.839382,-3.8278964,armenia
55.591393,18.826874,complex
28.1689,28.528538,direct
38.587852,26.503094,transport
22.4695,20.271864,arts
40.62547,12.22802,core
47.86114,2.8255277,approved
37.159138,12.904774,croatia
68.00279,-0.28909382,enrollment
56.109722,19.094381,reading
34.51425,30.205507,living
47.768303,2.6802218,agreed
51.9097,4.485124,procedure
40.658344,24.679424,allocated
56.200584,11.566913,centers
21.334038,12.379059,contents
40.99607,27.515722,qualified
44.024822,11.6629,regulatory
32.428913,21.761969,structural
47.99505,27.432758,buildings
25.330154,22.852175,relations
25.735983,17.809181,entire
10.974624,6.1238365,climate
57.856503,12.771031,percentage
24.289915,20.904947,solas
50.650124,15.456041,associations
56.52578,15.463934,numbers
43.241634,17.117176,paper
37.068108,19.679085,planned
28.226904,27.417685,actively
32.47277,20.944744,enhanced
43.238914,23.777477,start
20.774626,13.886234,direction
53.295357,18.298206,minimum
42.603916,24.466278,four
46.51964,-3.5937006,strat
40.24676,16.838934,prevention
40.537712,8.620664,sets
35.940327,17.63302,operational
28.14139,16.535534,orientation
34.18732,19.46729,excellence
46.776577,21.742014,past
40.38221,20.268799,finance
27.912569,22.470064,instruments
56.844265,18.128166,text
42.553234,22.55393,single
-3.37021,-57.42858,expression
35.497818,22.876287,intensive
49.01052,16.939749,issue
30.445494,24.918964,talent
32.07246,28.445578,actual
36.338535,22.879648,component
9.608139,20.820503,approaches
21.252106,11.348951,nss
31.770517,26.644016,developments
39.96316,16.979698,address
24.317598,27.249453,reducing
28.239779,26.858751,conduct
32.70218,18.437603,reforms
43.35271,24.652721,shows
49.49794,0.25459728,outputs
43.738335,20.522135,makes
40.80891,25.67869,fact
45.952564,16.392687,models
10.178357,5.7625394,engage
32.33448,25.891125,via
41.128002,26.252144,much
40.731754,25.743423,receive
34.42355,14.050717,monitor
31.393288,24.392658,competitiveness
26.98432,31.059965,understand
31.120125,28.614344,solving
27.60275,30.018888,differences
35.024868,22.35235,designed
16.65424,26.769691,meeting
-40.191666,50.307404,valorisation
-34.45262,-25.568024,moe
-36.446938,-26.75313,visual
18.669243,1.570024,sports
46.593597,22.96466,growing
41.723595,22.564175,scheme
27.596369,13.45735,leaving
17.519701,14.91708,coordination
30.779594,14.131956,colleges
26.248714,28.79023,seek
9.251949,-2.5216453,evaluate
34.3057,14.112788,mission
22.733494,18.408295,consider
6.0833287,8.938724,close
37.055946,12.798875,adopted
30.577864,21.735773,shall
-46.819263,44.76883,musical
29.522272,22.260967,considered
24.650753,17.219942,follow
32.12807,28.183626,background
18.891382,14.885232,parts
26.838438,30.673761,find
38.830925,20.460352,starting
29.273743,27.869448,maintain
10.678028,19.81238,solutions
27.61426,21.785244,fulfilment
3.9799385,-0.5857656,proper
16.295527,10.90193,sustainability
50.31592,16.587955,discussion
43.05229,20.88565,list
20.827894,22.068756,investments
3.486481,-36.697346,ch
41.063168,28.500746,computer
19.226217,24.17614,benefit
24.990452,28.632027,class
10.486484,16.61926,compare
32.191113,27.422369,competition
28.515934,28.931047,workers
43.030003,27.58497,income
33.617195,20.727028,carry
-10.807593,-50.81951,music
46.17499,6.766038,register
33.537067,17.019732,control
49.36861,16.860846,internationally
35.85013,20.477194,directly
22.456074,25.141983,limited
22.198446,-16.180433,mental
25.337685,23.029608,governments
47.10148,15.034063,proficiency
19.711744,23.992878,outside
41.05695,18.36432,base
25.459175,17.740486,strengthened
32.34485,25.50564,transparency
22.571802,25.477983,highly
34.09966,30.358109,healthcare
21.594292,13.211823,estonian
22.521307,27.994953,participants
33.908714,22.083597,want
40.275658,8.273647,outlined
29.148209,13.871692,childhood
14.674747,23.656864,benefits
26.91483,21.200474,steps
34.34482,14.100333,detailed
39.091164,28.93019,prior
8.347446,9.601628,artistic
9.5412855,21.924908,accessible
16.644796,16.589958,systematic
28.79265,31.227068,demographic
13.147164,-26.981783,exercise
30.363672,19.3328,fund
32.788826,27.136656,called
6.405884,-11.993706,employer
21.647896,27.63188,beyond
48.236595,22.073866,strengths
28.299091,24.290918,negative
32.242012,20.081587,reporting
21.327932,23.216246,compliance
41.243942,26.115185,often
21.35667,22.306412,competitive
15.583754,8.197807,shared
16.519743,26.658325,respond
16.047136,20.246134,great
46.14849,20.925486,transparent
32.464188,22.45324,initiative
9.814102,13.7627,link
42.40951,22.32374,although
35.526253,17.999489,statistics
26.626863,29.922993,day
39.077965,21.744848,credit
19.114664,24.219152,crucial
44.08721,23.409863,home
40.53182,25.184662,date
23.152296,21.885096,inter
49.35358,19.43194,grants
21.107525,19.796522,identifying
32.66648,26.844692,suitable
-45.122322,46.996414,allotment
29.223936,28.310461,bring
33.254227,27.349096,us
12.997453,-21.591444,stages
21.930832,25.102152,differentiation
8.652272,-12.969249,impacts
21.475027,20.05266,wider
18.999325,24.461983,insufficient
24.482677,16.785297,vi
24.987825,26.32099,factors
32.031494,29.436878,person
36.77901,19.706566,yet
16.176023,13.11563,dutch
45.302948,20.968353,far
4.978932,-16.483635,affairs
41.134132,13.200367,publications
16.211937,17.939816,danish
25.936611,29.13568,maintenance
4.6780643,15.658301,acquire
5.385293,5.322331,themes
26.13446,28.52846,condition
23.971737,26.320372,effects
42.51745,19.176035,cannot
18.649185,1.5874417,authority
28.38852,28.904703,counselling
40.31384,16.856453,equality
35.714024,20.086523,clearly
23.280075,25.88692,highest
16.57451,11.727909,body
28.059055,16.69872,degrees
38.028442,9.112909,june
68.79955,2.662161,exp
9.511247,-19.000973,contributes
30.100819,20.087305,h
33.303806,16.973396,components
48.51242,28.600689,gross
17.193506,22.39288,tax
10.563735,-29.851395,fep
36.23129,23.4748,senior
29.878395,24.339464,networks
21.000319,-28.9583,soil
38.11668,21.15882,specialists
27.228897,21.714518,poverty
24.819666,25.534204,reflect
16.470627,23.889246,know
6.313286,-0.42534235,enterprises
