x,y,z,label
6.628963,2.1924505,-16.481478,independent
14.708005,15.982782,-7.9188313,international
6.9290338,0.13363819,-18.54471,experts
23.759144,-19.582775,-14.741759,engaged
15.9607525,14.500505,-9.78461,european
13.755991,19.00743,-8.135645,university
7.8066936,-0.43955663,-14.054128,association
22.435291,31.05502,10.568524,eua
-11.260471,-1.4732821,0.8519717,institutional
17.223906,9.841455,-9.141033,program
-13.732957,20.84836,-6.6374693,iep
7.2798586,-11.181734,8.137278,process
32.314888,-14.24098,-3.6136281,went
31.690506,-14.470908,2.7851932,one
32.998707,-6.532169,-1.1869363,year
-4.6269093,-16.709888,-6.525743,resulted
16.426218,24.10106,2.1571376,ten
27.247139,22.782461,-2.6211762,individual
4.9337316,-12.063741,-23.70773,reports
2.6851451,0.15058134,-0.4249065,comprehensive
0.0024817488,3.1135137,4.275113,integrated
3.8002834,-12.72888,-23.503853,report
-17.230038,-33.094147,-0.86458117,identified
22.253546,-14.779307,7.290833,problems
3.7797751,-18.851688,3.042244,challenges
15.169824,-16.560364,10.051374,common
23.804064,-4.3299093,-17.841349,entire
21.005173,21.5504,-6.6406875,sector
3.8404675,-35.919373,2.7466698,focused
34.002094,5.859355,1.6691755,following
3.4444964,2.4970598,-12.465317,governance
19.254856,10.018388,-4.2512126,planning
2.392641,1.7817419,3.6543958,internal
9.316544,-11.659553,31.287912,missions
24.959808,-11.546451,2.8233182,work
10.471016,7.499482,-9.025528,service
14.636937,14.62599,-7.8816624,community
24.395493,-4.498255,-19.383532,three
22.969603,2.2469163,11.565369,cycle
13.629072,9.404658,-9.276696,student
12.372545,8.832471,-9.162591,staff
4.080286,-5.79584,5.336576,ratio
11.759722,0.5964086,-24.111526,students
1.5989318,34.150795,24.61301,per
11.492458,17.490831,-23.505775,teacher
1.5793962,5.8939857,-0.6531839,integration
6.9327307,-12.5582075,10.653139,practical
20.752989,29.627089,8.157864,e
8.047129,10.040469,-18.37501,academic
9.36986,-22.67467,-6.826866,applied
13.84022,13.853206,-24.356941,study
-16.61727,12.810718,-21.051348,programmes
2.418089,15.337283,-22.207462,doctoral
9.851265,14.242103,-22.334167,studies
16.89442,-5.6178045,-0.8282783,including
-6.601614,3.5614765,4.6225557,organizational
-2.6424344,-21.02762,17.147903,aspects
16.781202,-4.6612186,-1.9849252,included
-14.217581,31.36306,5.145997,donja
2.0417182,-2.796127,27.262247,mediterranean
7.00486,11.333471,-16.321085,faculty
8.405003,7.4998064,-9.263837,business
8.4499,12.7337265,-22.475365,economics
11.172015,21.32098,-3.3217936,bar
9.487731,5.9695225,-10.516537,management
2.0320241,12.03302,-7.6053934,transport
1.9956219,6.1815486,-4.5629525,communications
1.2727433,8.012286,-13.754869,logistics
8.316458,12.946449,-15.116011,tourism
-4.548211,27.396103,-7.7448645,budva
4.5600715,33.35705,11.575647,novi
1.7295438,8.092628,-11.923823,administrative
17.818157,-8.413352,-16.325394,attended
32.488873,-1.1702417,13.278796,table
34.7889,-18.133255,-4.4774694,name
-5.911204,-8.701209,17.26567,institution
25.997604,1.6193955,9.450232,type
30.351032,10.098767,5.415888,status
12.758769,7.686872,-8.024275,private
13.065397,7.9350977,-7.416004,public
8.297311,0.45188522,-32.614628,promoted
22.609905,-0.855848,11.0488405,key
10.351252,31.41657,-8.884261,lever
5.3910956,2.6043005,-11.976015,sustainability
4.385182,-9.766831,22.222794,enhancement
16.630997,22.421139,-6.939121,area
-0.29454133,-2.8741076,-20.4382,ministers
18.523478,-0.9286231,6.954915,charge
10.045596,-22.930809,-14.536489,adopted
7.3886476,-19.305649,6.090922,standards
-3.6075938,-1.5584544,-1.8050196,guidelines
-5.6219954,21.711779,0.64645153,esg
14.348435,-22.591751,-2.4074318,thus
12.67911,-4.4873166,-11.398529,providing
-26.864096,2.9864054,-2.4445581,impetus
4.008798,-14.635284,10.261426,guidance
-28.069363,0.06366181,-2.367987,comprises
-8.421121,-1.7233,-10.574096,accreditation
23.39536,-18.19997,7.5122404,self
-20.676416,-12.289081,-13.010549,evaluating
14.770526,9.831032,-14.529523,programme
2.2712893,5.6528606,-11.417438,compliance
12.382641,2.7723541,5.853853,professional
13.519137,-18.580776,-18.733152,carried
8.346723,-0.84587526,-13.301286,commission
-0.8478927,-6.363815,-26.775927,appointed
4.3508635,-20.786379,-10.675875,established
31.161009,5.2830143,0.5599629,list
-2.4386322,-6.9225726,-22.81092,council
-16.566193,-36.190994,-8.715954,internationally
4.392644,-21.696548,-11.4745245,recognized
10.8871355,8.941045,-11.926398,agency
10.613014,-18.590218,6.1699204,decision
18.427645,-18.50705,8.917414,opinion
13.523718,-15.032466,9.025255,based
-2.7416434,-2.9130173,-0.5089574,procedure
-0.41213903,-21.062376,-14.193177,prepares
15.840586,-6.5302324,-6.6335483,delivers
11.553374,-16.216825,5.5418763,issues
9.108284,-7.118928,-6.117229,certificate
10.211448,-17.685532,2.1214032,basis
10.7351,-21.514791,9.984998,positive
22.528856,-21.26797,-5.0097814,prepared
5.386308,-6.411842,-18.264904,foreign
16.120918,-18.498875,6.6148376,important
22.779175,9.633603,-2.8291347,segment
11.424032,30.966652,-15.615589,regard
24.834455,-11.635906,2.6610208,working
14.127025,-7.2115803,-27.802473,conditions
29.375402,-7.5207553,1.9927269,end
17.849545,9.603803,-10.024762,survey
11.544442,-13.674352,0.3092469,regarding
29.440899,-11.88729,-0.28105175,least
31.408197,-11.510034,-4.729174,twice
33.550335,-16.340633,4.035124,see
13.528641,22.93353,4.403181,http
-13.266412,27.791986,-4.3647814,www
13.216159,30.503708,-0.021434695,wp
9.737465,-7.563901,3.6703763,content
18.693764,1.0121552,-6.424518,uploads
17.052872,5.5431447,1.4229523,edition
9.487016,4.756153,4.7076607,pdf
2.2598734,-12.256077,2.5935488,levels
2.9064462,5.089275,-29.513544,surveys
8.06382,-11.129963,6.7872586,focus
17.554844,-22.338854,-1.0612202,mostly
11.900733,1.0740341,-24.50546,teachers
19.687788,13.742554,3.5283785,performance
22.912556,-16.562298,4.0074353,rather
8.278872,9.890485,-22.20579,assessment
0.14141877,-11.47668,-12.199336,involvement
6.708233,-22.532866,10.290556,commitment
10.930347,-9.379765,8.9115505,learning
14.21764,2.9170227,9.235206,model
-24.282358,-3.8757207,-2.2343283,accordance
3.924998,26.69896,-11.697193,bologna
0.77054036,-8.809951,-10.047537,declaration
29.534925,-15.369312,4.3609023,though
3.2973993,12.905417,-20.89225,postgraduate
3.7844782,9.245364,-12.340423,specialist
-12.623245,-27.795994,-14.287797,deviate
-22.266987,-34.726364,-8.132381,acquired
6.791561,4.6527405,-26.052706,completion
6.2838573,-32.81599,-1.1579607,represents
16.035183,14.480991,0.88454527,legacy
2.6327894,-6.111362,-26.160513,former
-9.89275,39.4471,1.8558898,yugoslavia
3.307748,12.986538,-20.925924,undergraduate
31.508717,-14.537192,-4.894762,took
6.2065763,-4.7430654,-4.636167,minimum
24.193016,-4.2178316,-20.128702,four
31.278055,-10.785001,-1.2982124,years
15.623728,12.662077,-3.7764442,bachelor
22.673077,-24.475069,-5.434072,often
-8.893948,-32.68059,2.7041771,perceived
-1.5689101,-21.104517,5.5989113,incomplete
28.43044,-7.7171826,-0.1926178,due
4.7254004,-3.0234714,-21.79227,majority
37.286995,6.8292203,-9.4132,decide
15.399924,-33.875614,-0.051006548,continue
6.501124,2.9026878,-27.844112,completing
19.411152,-7.3558297,12.279527,small
19.759197,14.220393,9.776619,master
9.655001,-18.03705,14.2020855,existence
24.56984,-4.4576793,-18.844364,two
-19.268106,-20.33595,1.3747047,characterized
-8.361266,12.056573,1.7444259,singularity
-26.373377,-2.8755338,20.264381,atypical
29.802502,-18.831387,2.7809272,even
-20.148754,4.45338,0.5857415,evaluators
-2.3260348,-5.5048337,9.666842,processes
2.8129618,1.0189447,-23.15053,universities
20.900593,-24.81277,0.35028285,therefore
13.671027,-2.3411708,7.9745016,recommended
-10.171208,-23.626446,-13.1319275,harmonize
-0.3218744,-18.996721,21.433004,dominant
10.548261,-19.356306,12.413543,presence
0.24770205,1.0323025,-10.82051,qualifications
1.3375807,-23.13897,-3.3526511,preferred
7.321715,0.5173813,-21.768517,employers
32.49286,-15.201991,1.7785531,believe
14.978916,-6.421958,-5.2680073,provides
-20.224688,-12.149613,0.6380731,insufficient
9.022598,-19.00524,10.854653,knowledge
17.521547,-18.79534,6.449315,certain
8.443456,8.214785,-9.809935,job
31.83554,-17.368525,-4.907081,found
-11.92832,-3.5189788,-4.5182433,indications
30.548815,-21.023888,1.4608511,would
20.548885,-22.472868,-2.8928366,perhaps
35.109444,-5.853834,2.1924062,ready
31.16183,-17.361979,3.3095734,better
17.474625,-30.83029,-2.4531584,accept
12.362604,14.0687895,-17.365406,diploma
18.124628,-15.380889,-17.137781,completed
15.559519,-6.3097725,-5.5673213,provided
8.275794,-8.501339,7.757051,skills
7.733198,-17.768057,1.4058625,improved
32.6111,-18.606564,-3.4947207,called
20.604637,-2.789484,16.711004,soft
1.2171453,-27.29954,-5.598041,whereas
28.09477,-17.380198,5.7805676,much
-0.3194932,-24.869518,-3.1441138,reserved
2.34072,-10.741763,-10.446472,dialogue
29.220741,-21.092402,1.5932099,might
14.967633,14.838373,-23.185432,result
20.017632,-11.186322,-16.135376,preparing
5.793737,9.468347,-15.086853,internship
8.500144,1.089004,-20.755266,companies
14.719276,0.36507213,-2.0592892,promotion
-19.201841,17.428333,-8.596599,extracurricular
25.170782,9.736533,8.0521,part
31.209637,-6.9476347,4.278389,time
14.929519,0.90158534,12.241141,engagement
14.457576,-16.005785,-5.913564,persons
-13.241232,-34.52889,-8.652202,professionally
0.7084426,-21.703117,-8.644755,employed
27.234043,-19.140177,2.5825953,either
-4.1888943,-6.6666694,13.500894,purposes
-0.66705185,1.983493,-22.544806,lecturers
-6.1988454,1.7902442,-7.955197,consultations
6.3138785,-10.52002,-20.76479,authorities
-2.1229782,3.6249697,-19.138973,stakeholders
7.2290425,-10.178982,9.662247,preparation
-5.619561,-22.105701,12.328138,evident
-27.229937,-15.829515,3.3498504,corresponds
31.158289,-0.27047056,1.045195,fair
-6.036977,-28.474339,-4.9241204,merely
-12.694296,27.77768,2.1336782,ects
18.088799,1.8321613,-3.2130089,credits
22.855059,-2.961464,-12.588638,cases
8.331632,5.910896,-19.478344,internships
-7.327117,10.236791,10.248384,structured
3.5630243,-21.18631,-16.661821,formally
-25.687006,-28.203941,-3.1304045,assessed
11.890097,5.102465,-8.228884,access
23.627165,-21.715235,-7.5655894,expected
-22.498955,-16.634462,1.9309374,furthermore
14.846442,29.169453,-15.3310995,arrange
23.770714,-14.791131,0.63881373,without
22.052324,-19.754618,-8.889615,considering
23.851843,-24.089445,2.7780235,whether
16.915146,-3.264973,-4.0154743,selected
9.328398,-16.694761,4.9413447,position
32.88586,-6.5764546,0.017679913,last
32.519314,-8.536037,-4.246119,months
21.410288,-17.274883,-19.316315,performed
-30.670486,-26.167849,-7.9118114,obliged
11.639087,-11.098121,0.65706766,issue
-18.306019,-11.038376,-8.9993105,determining
-11.369484,-16.276085,13.265095,considerable
6.936419,-17.008722,11.719939,importance
11.953799,-22.848742,-1.322014,noted
-22.68884,8.882157,-0.8322315,ranged
11.040916,-31.68344,1.0922562,rely
16.36486,-7.3769264,-17.646667,visiting
0.531777,1.8863294,-23.367376,professors
12.558531,-5.414484,-18.986364,abroad
32.501453,-19.446627,5.0821543,make
15.678819,-1.8295445,1.5119853,available
28.921299,7.143317,9.184656,face
24.338125,7.2368026,-0.7773469,sessions
-17.910595,17.58177,-16.035807,mails
-21.28578,-14.652221,-9.99749,relying
0.034334835,-14.117357,-0.15042874,causes
11.484714,4.517564,-25.925673,scheduling
10.657178,8.774408,-26.588654,lectures
13.489218,11.169915,-26.216606,exams
12.901079,14.062735,-22.643196,subject
4.6092477,-2.74624,1.308428,availability
11.17136,-10.072189,8.448879,lessons
27.776625,2.2269676,7.762229,short
26.964643,-23.345745,1.9440129,notice
11.371772,5.3509507,-9.568102,information
20.763056,-9.824694,-18.643723,scheduled
21.330704,0.3237031,-0.8752561,announced
33.577183,-4.7962494,-0.33183798,week
34.642147,-9.463307,-1.4562682,waiting
22.401773,-2.9217556,-14.696728,several
31.614943,-7.29357,-3.6031888,hours
33.370365,-17.786066,4.9045944,take
24.965565,17.335018,-4.546557,oral
-13.424211,5.7121744,-12.805908,examinations
3.6581926,-34.77195,8.54781,engaging
-1.2297202,1.8661859,-14.585032,assistants
23.196222,-6.569046,7.919521,carry
3.4802015,2.925622,32.044914,mentoring
8.306154,-0.07947831,-20.835833,employees
-0.62333924,-32.698097,-4.7471447,entirely
19.275341,-20.56649,-8.936973,involved
-13.986043,-14.121479,-0.6731348,workload
12.922148,6.6212835,-12.919494,courses
-13.041333,-28.47161,-0.11243105,highlighted
23.287241,-18.75227,8.842233,problem
5.3905725,-21.100245,7.4737153,affects
-21.563862,-17.547129,-3.5395622,thereby
6.577228,-22.4111,0.5916271,provide
25.529465,23.282288,-0.566971,total
-5.0723305,-20.226568,-9.324983,sufficient
21.626812,12.070307,8.22715,cover
22.450912,-8.395201,-10.267095,carries
7.6868834,-27.65684,-8.544616,realises
4.091146,-9.416691,4.3506894,average
-5.0061126,-8.4387245,-1.0153291,prescribed
-3.4932046,-5.038671,-7.0927176,regulations
-11.301361,8.579173,-10.922258,enrolment
1.5780561,-7.7568054,-16.038286,policy
1.316344,-8.708041,-12.303821,cooperation
-5.492528,6.726564,-7.5872254,ministries
4.1558886,4.0578346,-9.296276,employment
10.847914,9.205738,-8.161102,office
16.943924,-27.787357,6.104126,relevant
3.8865316,-25.224379,-2.631977,existing
23.917871,17.786549,0.7025205,formal
15.995232,6.5426655,-24.49883,primary
18.903402,-12.832143,15.807777,weakness
-8.804579,-33.083633,1.0014217,largely
-18.291376,-13.644681,-2.7187967,guided
1.1891936,8.078948,-13.619424,staffing
24.334976,19.303606,-0.5699704,material
6.5083165,-28.646921,11.797559,circumstances
9.044674,-14.555786,10.315807,environment
-22.490343,-16.189392,4.607049,operates
-5.451358,-34.090603,-2.8594573,sufficiently
30.625853,11.300525,0.8499004,account
3.5352697,-7.082188,-5.332653,unemployment
9.343504,-4.702542,-2.791749,rate
14.407035,-7.8226776,-23.56875,among
9.881468,-1.6904792,-26.168314,graduates
25.664526,-15.157728,4.26774,different
-17.0699,-8.223677,18.593313,disciplines
32.383232,-18.594107,4.274272,need
0.65346783,-34.889805,-3.8169298,highly
-0.6370554,-35.38117,8.669762,educated
16.327335,9.904657,-21.446758,results
-9.982424,-32.418377,2.563753,inadequate
-1.6052343,-1.3050385,-6.7816734,surplus
2.9206202,33.977207,24.44615,non
5.8682914,-39.57168,1.8278388,productive
15.499979,-5.3185744,-3.0254376,designed
-6.0096407,-16.110159,-16.12084,regulate
15.243147,-22.928703,5.3794017,types
16.571802,-15.39503,9.20385,future
16.588894,-16.132715,16.726494,generations
30.483238,-8.400455,3.178979,long
10.137326,-14.474441,3.0703037,term
13.637884,-6.1191587,-25.121393,countries
-2.36681,-17.587679,5.5673857,encounter
28.013144,20.79529,-1.6426026,similar
34.830173,-12.291381,1.0321585,well
25.23105,-18.796526,2.5016947,means
31.711996,-18.488058,-4.8194113,used
3.141079,-14.757107,-3.3302612,prevent
-3.5425076,-17.884167,4.154947,phenomenon
-12.4446125,-30.051018,1.1848148,vary
-19.364468,-11.610647,-12.551431,implementing
-26.02448,-7.2291856,13.220969,restrictive
12.197597,7.161862,23.558968,carrying
-20.42581,-21.269127,-18.59563,periodically
15.4556465,28.748135,6.3313766,g
30.171856,-13.232285,2.5170715,every
9.899517,-25.312849,3.1179702,solve
-18.394258,15.422982,-16.258497,analyses
14.477808,-11.039448,-3.9790125,shown
7.3803334,-12.956349,3.4682677,crucial
-3.4782398,-6.655989,9.522305,factors
24.57573,-13.303678,10.633678,young
25.901348,-15.760636,5.9251394,people
31.126806,-0.22044183,1.0903056,course
19.300905,-18.507189,-12.262234,choosing
16.439379,-6.0205507,-1.2965794,include
34.414665,-3.9048831,-3.1737332,graduation
8.107298,-16.182411,3.9170144,interest
26.9685,20.20132,-1.8176851,particular
15.764088,-18.777037,-4.2593246,taught
5.408266,3.9141788,-9.755405,financial
-6.3511686,-2.2102869,7.2446856,capabilities
13.36545,-0.13459487,2.5915291,selection
-3.058481,-29.808613,-4.606998,greatly
-4.162172,-31.863127,2.2558873,influenced
38.048573,-12.725274,4.8066716,family
37.8395,-13.187089,5.0524344,friends
22.959871,2.6213453,6.21371,view
14.293877,-26.688297,3.6123798,acceptable
20.35002,-0.830606,11.353602,level
21.410088,-22.728563,-3.6969223,although
20.583971,-8.83771,-24.887617,estimated
0.18894497,-36.37516,-5.608766,slightly
-9.339062,-18.055847,-3.7349901,weaker
17.511137,-22.588478,1.6539493,compared
-11.067063,-34.259384,-0.9194036,primarily
11.343273,-10.810137,7.7797,experience
32.827568,-5.921327,13.029159,outside
21.162727,-25.202892,-3.9701796,easier
22.608034,-28.741217,-4.6073303,faster
31.791857,-10.249341,6.944168,real
-3.6049523,-17.93878,-18.75219,acquire
-4.5419297,-25.553736,-9.160855,possess
6.2132025,-15.3829565,11.880356,communication
7.260391,-22.440926,10.985927,confidence
26.434265,10.756531,25.541685,resolve
-7.6861815,-22.000359,5.8629856,conflicts
24.364073,-25.638159,-5.6291127,easily
-1.8892419,-22.995457,13.392756,teamwork
-0.120475285,-16.69865,12.940203,abilities
12.386839,-24.58215,10.107737,opinions
26.990477,-15.993457,9.590116,worse
31.139315,-10.166314,-2.8130596,ago
17.515615,-22.697512,-1.1018206,mainly
-10.822692,-27.96433,-5.9873576,divided
23.077892,10.77364,1.2464732,perform
-2.15847,-6.995548,11.147056,tasks
7.0538874,8.539848,-8.074587,services
3.8470867,-10.297009,-22.140398,administration
7.396554,4.6809444,-8.575301,industry
29.475956,6.584535,-12.379953,place
19.272663,-12.337155,11.09363,greatest
22.679153,-19.409874,4.324885,trust
-19.612495,-12.608918,-10.329764,recognizing
-0.93850756,-0.53989935,-1.2846134,acquisition
21.938946,-1.8929579,-21.97575,fourth
23.656971,0.59339786,-23.807415,consecutive
19.515528,11.040058,-5.331113,training
15.067735,38.129242,11.411906,main
24.987513,-20.075823,4.3527904,reason
24.205578,8.748877,-3.6116588,launching
32.487617,6.950547,-2.597024,support
8.55913,-21.68307,9.967782,lack
24.611088,-5.2500954,-21.977823,nine
32.819466,-4.5806246,-3.098909,month
-17.826456,10.12329,-11.209239,competences
13.179608,5.6514406,-7.2010846,connect
19.452234,-29.626274,-3.7598815,aim
20.856882,-12.815481,-1.2996696,finding
15.802974,5.4560122,-11.554385,users
11.903583,-5.7372236,-7.16024,receive
3.5893848,-2.9553542,-10.069948,compensation
-12.423192,-19.533583,-13.020914,amounting
-1.7733356,43.867245,-3.4580336,net
6.62125,-2.7182653,-5.264657,salary
13.743064,-13.000889,0.7194511,previous
8.985429,2.3818038,-10.527602,analysis
4.9371424,-2.4336963,9.012952,supply
7.7956734,-12.471695,-7.634765,demand
30.282713,-3.843814,1.864889,period
-13.335012,-27.215416,0.08057417,revealing
-3.1675122,18.665642,10.113153,nominal
3.9559972,-25.086884,-5.0826926,concerning
30.875998,-12.7325115,-3.588879,almost
-18.347193,12.885361,-17.268824,professions
7.491325,-22.530907,1.461669,require
20.126228,3.244447,7.4251914,case
23.55707,19.578339,-7.338083,labor
28.330347,-1.3796666,8.260902,field
32.828022,-1.3178817,-5.0396123,february
-18.339115,13.984857,-16.299877,occupations
-5.137123,11.015213,-7.3219304,mining
-2.5932689,8.418553,-16.599335,technicians
8.687901,1.4511974,9.157864,electronics
15.720479,21.995506,-14.584023,land
-16.081053,12.705041,-9.063501,surveyors
23.271725,21.086596,0.6038985,natural
11.6582775,10.632036,-14.486264,sciences
-6.3407407,4.8095126,-18.932459,veterinarians
-3.0900638,-7.6138506,26.205347,pharmacists
30.18989,-12.710473,0.1346596,yet
4.5731306,-25.806936,12.585811,differences
2.3122053,-27.771107,-21.205086,significantly
3.8458076,-10.635873,3.042652,lower
22.353714,9.066719,-0.6719534,recording
16.616312,13.861237,-10.005541,largest
0.33573586,11.10408,-13.758806,occupational
6.886361,-4.739814,-19.788792,groups
0.9071081,10.965004,-25.481709,preschool
5.572472,12.665712,-19.464083,humanities
0.020766702,0.6907161,-19.345272,economists
8.248737,6.327115,-15.96005,managers
-6.2775164,4.4740143,-22.148191,organizers
2.031615,-4.213492,-19.8423,lawyers
21.273336,-17.855316,-19.511093,recorded
28.901592,5.2929153,-0.19483748,new
-15.196619,8.716329,-11.590283,entrants
13.416666,2.2718093,-3.8380816,register
3.992045,-8.869836,4.909269,highest
10.472801,-13.418863,7.3223915,greater
5.610158,10.843982,-16.532639,accounting
-24.780432,-7.285016,9.799731,favourable
-5.0107813,-18.295305,12.46779,relative
19.053703,0.22075462,-10.083834,accounts
28.403198,14.582533,11.3175955,record
-26.364859,-29.940195,2.376518,respectively
23.20027,-14.926242,3.9490578,less
5.5511193,-12.174025,-24.006786,reported
3.7606108,-6.970219,-5.535909,deficit
13.928295,-6.4823623,-26.574213,areas
-27.52416,-29.995865,-10.642141,considerably
9.177054,2.5017896,-10.9846525,technical
-12.813113,1.67158,11.88115,technological
-4.4097843,-8.958917,14.7418165,profession
8.697651,2.7464664,7.697537,electronic
14.592296,-14.330124,6.764096,related
-4.5772243,12.721416,-10.255665,telecommunications
5.151376,-10.030463,-3.1277664,increase
-3.4474127,-27.98817,-3.3955903,achieved
28.977434,-10.228235,1.6090013,past
30.797358,-12.125223,-0.22803089,times
5.662518,-9.865098,-2.7149389,increased
6.6892085,0.13570315,-0.7351775,production
8.750933,-3.2594209,-25.960312,registered
-1.6951317,-24.663734,9.3335,consequence
31.830433,-9.4099245,0.38527572,school
-9.980803,-9.283696,-26.30083,enrolled
33.696793,-1.6493367,-4.509274,march
20.341951,4.929723,6.159969,computer
3.6652815,6.147946,-4.116645,technology
5.2412643,7.5977125,-9.773321,medical
-1.179192,5.374112,-14.222155,hospitality
3.8618743,-13.399768,-12.776361,defence
9.755387,1.9036038,-6.7359066,safety
5.898826,-10.956752,-9.701406,protection
2.499271,-1.71426,8.257988,capacity
-21.357336,-9.258901,-14.97511,conducting
7.022919,-16.462402,4.755754,significant
30.64962,7.3451667,-0.41990238,order
25.572622,-5.7168074,-0.4272566,reach
6.9038367,-12.634022,-5.0367074,immediate
9.67535,10.14174,-7.413003,building
14.708097,-0.61834836,3.4337986,limited
17.343924,-5.4962525,12.194974,basic
-5.144447,-24.791267,1.3698857,focuses
9.125866,-23.500944,2.7933538,necessary
-9.101438,-14.245395,-22.477743,allocate
6.6759315,-5.802133,-9.259791,funds
7.3169007,-16.017704,4.3308654,potential
2.0088375,-17.907267,11.584411,excellence
18.628855,-18.0679,-7.2026396,considered
5.5660224,-24.768044,0.47207054,build
4.6795044,-18.588236,5.9041524,maintain
3.0470023,5.150711,-6.2601953,infrastructure
-8.879026,13.038348,-4.9012055,laboratories
7.5119205,8.975499,-3.151369,libraries
17.031652,17.21711,5.250259,journals
9.957827,-22.183958,-11.995028,entitled
2.6980333,4.5774603,19.44062,scope
19.36175,-25.963228,1.9627512,relate
9.845301,0.035730634,1.3236082,initial
14.256096,4.4419293,-3.2024348,publish
15.454253,3.1284244,-10.031386,articles
13.807542,10.242063,-13.368686,journal
4.238525,22.118176,5.8597865,sci
17.299007,-32.69876,-3.209459,defend
11.822594,11.282227,-23.181799,thesis
34.755093,-9.904107,1.8720319,good
28.264046,-15.437758,1.4154721,makes
24.32705,22.004066,-2.3042903,fundamental
