x,y,z,label
16.407242,4.4822316,11.28631,subject
10.462921,6.2485824,8.502622,teacher
12.35248,3.3030317,10.3339405,years
16.641705,2.561653,11.217545,need
12.715191,3.2060318,2.9113967,improve
13.867756,6.2406535,3.4943266,field
13.15848,5.049015,7.069664,basis
17.675041,3.8571093,4.54631,specific
16.694841,6.723169,5.5167913,developing
10.923342,7.12727,9.039585,degree
14.440889,5.7722635,8.422225,order
9.568522,5.589482,8.953785,pre
17.821936,2.0757082,14.159277,labour
18.623672,5.55564,1.2655251,term
18.13741,7.7205067,0.6496665,action
13.438354,6.7725387,7.2728634,access
19.4783,2.2921188,11.842631,outcomes
11.859711,6.1667733,9.253823,academic
17.78145,6.7425756,3.7883265,performance
15.928442,6.380718,2.1111717,period
18.334469,6.2263246,2.4635556,objective
9.581605,5.5315785,9.079126,primary
18.726309,4.9801736,2.0265887,key
12.05706,5.3595624,11.077791,non
18.849384,4.931636,10.461091,employment
16.881262,6.303192,7.7378163,expected
13.865637,6.521225,7.6724696,provision
13.719237,6.1919684,4.909372,curriculum
11.589112,6.5134244,9.320665,studies
13.771089,6.521317,3.2847538,service
14.45897,6.4841843,4.222226,developed
11.929632,5.3546247,11.49473,per
16.71288,3.5662282,8.079702,assessment
11.85194,5.278938,7.3834395,institution
14.5559435,7.5767465,3.4939501,standards
18.293385,4.613205,3.4653175,regional
16.27362,7.301954,1.232262,ministry
15.564754,8.09714,4.1000237,external
16.757263,4.5656567,10.666065,may
15.218671,7.95645,2.3713741,assurance
16.669405,4.461252,4.741306,cooperation
20.91537,2.477823,10.141216,environment
17.027796,3.414293,11.8268175,conditions
14.399865,5.303032,8.547637,content
10.469274,6.327874,8.515764,programs
21.878021,2.5387268,10.048046,economy
12.722026,3.195225,2.9263432,improving
17.097008,2.6066618,11.58684,opportunities
16.17288,7.090776,1.3078688,science
17.09775,4.140183,10.305755,make
19.59421,2.172652,11.371281,language
19.664335,2.4446642,9.834933,various
12.89625,5.067671,11.259386,current
18.70607,4.1129217,10.244364,etc
16.666607,2.9989717,9.074184,practice
18.584978,5.1044326,9.0379505,data
19.63098,2.1425273,11.408196,experience
14.590159,7.3882732,3.8272667,improvement
15.708106,0.6705374,10.386357,better
18.729752,4.127509,5.943095,community
18.341032,1.2228442,10.922976,working
19.326656,-2.0814903,7.146471,future
13.458364,4.5450344,9.8980465,subjects
18.609446,5.2599554,1.7123848,sustainable
20.992817,2.5802824,9.597368,world
19.381594,2.264422,8.756399,making
16.707851,4.2011504,5.4706345,sectors
15.847084,6.110238,1.9541237,program
17.996761,3.3034878,7.686704,focus
14.415649,4.017113,9.205895,different
18.816141,3.7664611,6.95941,role
21.064924,2.4941769,10.078625,human
16.98705,-1.0554655,5.867359,changes
20.268906,3.5885966,4.2526245,v
17.46648,5.0213156,2.5688438,set
16.989021,3.9785333,11.049416,forms
14.171314,5.1238637,7.9598985,requirements
12.88907,7.6306787,10.061928,applied
17.594715,3.7284753,9.811481,participation
12.96104,7.6653643,10.104084,sciences
10.208516,6.122389,8.293072,technical
16.954727,4.3257027,11.124127,foreign
14.595763,2.0866246,11.736933,increasing
16.751694,2.694047,8.68734,good
18.006449,3.8489153,10.987816,financial
16.671589,5.990127,7.594012,results
16.396807,3.416794,10.995467,available
13.036773,5.402466,8.1272135,provided
20.498468,1.7850049,11.553242,communication
18.995012,5.848997,1.7629881,report
17.449001,3.4313781,2.6440794,planning
16.879364,4.2779107,10.285551,range
17.328661,4.2646065,9.701028,possible
18.118347,6.5630355,3.2219682,indicators
17.352465,4.1695385,2.5275567,eu
15.305813,2.314569,12.539664,groups
16.576906,5.1739564,2.9664514,following
14.63432,7.5635123,3.672841,accreditation
17.826092,1.4124322,1.5507166,long
16.997837,4.6152234,8.634408,place
18.95763,5.4746037,1.9886835,progress
17.4942,3.741771,10.998194,appropriate
16.930338,2.5251245,8.949199,self
19.201242,3.4042048,9.290259,towards
18.294903,0.7283416,10.50657,take
16.482784,4.5826836,8.975214,model
19.769882,1.9644017,9.170194,technology
15.45958,6.4666047,3.4713035,institutional
17.46792,5.22588,1.5108147,council
20.163872,2.5474646,10.167418,personal
17.253088,4.154665,10.001096,therefore
17.873241,4.8909965,8.685622,related
12.252372,6.2783422,6.8295894,early
20.010664,6.232278,7.378301,q
17.716003,4.4734015,5.8681326,activity
13.625811,6.3205047,8.007152,providing
19.606546,2.0945776,12.134053,methods
17.817879,5.563879,9.138434,group
21.263031,2.5245783,9.950329,cultural
16.265587,5.9622874,4.4516964,systems
10.836691,4.7590733,10.242848,rate
19.86624,6.1879253,7.366219,des
13.980094,4.462689,9.598923,among
16.57314,4.5029235,11.194501,form
18.485132,6.024297,1.460242,actions
18.486954,4.7772584,10.053575,change
12.310749,5.351714,11.593437,expenditure
16.246284,5.3933425,4.355862,review
11.166331,6.8536663,9.052909,master
12.014343,5.6601105,9.298803,courses
11.915475,5.18584,9.293674,meys
19.38901,3.5452902,6.330223,capacity
16.118364,2.3203094,7.427598,scientific
17.274618,1.662617,8.893287,create
13.83534,6.3058906,3.4679523,qualifications
17.392752,6.211607,6.87074,budget
11.8226,4.8146663,9.894939,total
15.396839,1.8570732,13.328286,young
13.471787,-6.0662613,6.4880724,physical
13.57248,5.1797633,4.288013,reform
16.721798,4.668152,9.223345,made
16.240162,6.3315196,4.001738,monitoring
12.85562,4.408633,9.801127,first
17.54062,0.7256051,10.227932,significant
19.462433,2.2541838,12.031655,lifelong
19.108553,5.061519,9.512861,using
18.500528,3.890915,4.457843,principles
15.739751,3.7289114,5.119234,across
11.763189,5.3307486,9.2951565,graduates
13.871765,3.9497643,10.019752,increased
13.731689,5.911704,3.7315497,act
17.840343,1.7291831,5.299087,impact
20.023684,0.38197035,9.997154,g
12.581593,-3.121462,-0.79919106,administration
14.625715,5.0989327,8.771817,existing
14.841965,2.0671053,11.901443,population
15.242662,1.1345389,7.246201,however
17.854017,4.530067,8.711541,processes
13.342827,0.27304012,7.3013673,particular
16.868885,2.5599613,10.819114,employers
17.969635,2.240105,8.835697,effective
19.842705,3.1673715,5.501909,decision
15.117098,-2.084366,4.7366695,top
16.89435,1.2198734,5.587274,approach
13.424645,4.8099813,4.834828,established
17.224854,3.9854858,3.040546,plans
14.288784,0.4594097,7.7369356,infrastructure
17.533707,3.5565279,6.9207435,countries
19.540619,3.0885985,5.876782,business
16.554268,1.3533617,5.536397,include
17.019976,4.7550826,7.4817696,c
17.38801,6.1349144,6.965551,funds
17.995815,1.7096008,6.915297,terms
12.853386,3.579957,5.045405,private
15.495693,2.489028,1.3518234,priority
18.935938,5.7913017,6.89429,p
14.610584,4.4326468,7.39884,according
16.060448,2.7869856,10.9115095,greater
17.228243,1.7446767,13.433111,learners
18.839224,4.25676,10.058997,problems
20.983858,2.5347564,9.510566,growth
16.366163,3.1368735,11.179286,practical
13.15169,5.2633677,4.6461926,financing
19.194061,3.11922,5.8757424,cross
15.470805,4.7853465,8.062375,two
15.99232,1.8976793,4.5289507,culture
17.384434,3.4296076,2.7039776,policies
20.352608,2.519679,10.093548,potential
17.979845,4.42323,6.0183144,central
18.228277,5.0892124,1.8432909,goals
11.790251,6.007185,9.203095,doctoral
14.114805,4.788583,7.285361,structure
17.700756,1.719619,8.474235,used
18.653326,3.738858,7.0508533,country
15.791177,4.7550883,3.5333652,project
16.326431,3.16626,10.831616,creating
17.577274,3.7986734,10.819585,tools
15.38352,3.0339935,1.6890435,introduction
18.670282,3.1020703,5.5894785,issues
18.506989,6.198901,1.4133912,goal
18.851212,7.3711567,1.0972602,page
14.895186,6.756156,3.8791497,mechanisms
18.11128,1.4774632,6.905237,responsibility
18.751516,3.5412674,6.4531407,importance
20.074345,0.31813908,9.837251,r
15.742444,0.7646091,5.5225954,projects
15.009799,2.8315396,10.869484,full
14.3096695,3.332393,4.019658,internal
18.611525,5.061061,10.378946,demand
14.913015,2.9869998,5.477525,strengthening
18.873003,5.778024,1.7470589,strategies
18.087679,0.49123618,6.426028,integration
15.712543,0.484269,10.564297,competencies
15.559066,6.3890157,3.4491324,agency
14.6149235,2.1032526,11.829741,parents
16.216848,5.7309933,4.256617,operation
16.801334,3.6842139,2.5471323,implement
18.998255,1.2849802,10.357421,ict
19.840317,2.6177092,9.736606,active
15.971045,1.8858438,4.632484,strengthen
16.536457,1.6096268,0.721248,priorities
11.240998,6.7075896,9.027111,bachelor
16.597641,4.845305,7.15136,b
12.670417,-2.1238725,2.3346193,curricular
19.651834,3.1030009,5.6647234,global
14.620257,2.4856536,8.956811,many
16.17675,5.769476,3.9625423,legal
17.50947,3.987032,3.8715117,co
16.627462,-2.7234187,8.0503845,success
12.660538,2.1713123,6.2144127,fields
12.278417,2.3420632,9.206954,mobility
14.55379,1.8171592,12.49074,age
11.551653,5.254795,7.0383673,continuous
15.080423,3.1131463,5.469214,promote
19.911825,3.74494,10.326344,family
14.216626,5.035656,8.691267,centres
17.040422,5.248461,7.7961984,transfer
17.013382,5.955601,6.3768997,line
17.416843,3.2317395,10.044398,competences
18.325636,0.66543156,10.459546,natural
15.86026,3.1785295,2.3782341,governance
13.492582,4.890612,4.794827,ii
18.544937,5.85964,7.4941998,moes
18.072746,1.3748513,6.409188,supporting
15.748609,-0.95072716,7.9262433,best
16.026281,5.6583996,4.032221,accordance
10.595515,4.745747,8.795543,lower
11.304404,4.7353587,7.035633,cycle
17.375229,2.9568024,3.002402,context
12.006313,5.1327944,6.279945,adult
15.851355,2.5150156,4.453373,see
17.0755,1.8483742,3.101793,stakeholders
18.376,4.6245494,9.082645,nature
15.601033,0.72728837,7.0012507,continue
13.5999775,4.78758,11.367989,million
13.515237,4.784813,11.322752,average
17.043148,1.1686903,8.489321,means
11.776169,5.074408,9.26295,second
16.130573,0.8848523,9.063038,way
15.814766,4.0599413,5.970236,implemented
14.54251,7.141074,7.9440355,care
14.085501,4.0062003,9.747601,thus
12.775199,4.0163836,7.6468425,profile
14.539671,6.703058,4.1396194,guidelines
15.375091,3.1597157,5.522705,efficiency
17.159275,0.907272,5.0346885,achieve
15.138616,0.6442006,9.189711,given
18.163996,1.6601666,6.6481376,identify
15.2146015,2.667646,10.527413,career
18.7096,5.184228,8.918229,organisations
17.528597,3.7013233,3.9876218,bodies
14.214836,0.8267755,7.764677,aim
18.928675,3.2059946,5.6201086,contribute
15.179911,3.5886905,5.274104,ensuring
12.476485,5.5188203,8.987177,offer
14.046513,0.48396388,1.8655479,hei
14.830027,1.5638541,8.8462105,course
15.45548,5.499202,2.5698977,medium
20.91485,2.6147218,9.815048,changing
18.099476,0.16141656,6.28037,meet
16.068882,0.10857209,6.8181295,regions
18.042162,4.107981,9.715128,matter
13.743528,-0.9125293,8.364578,especially
11.151992,-5.163345,0.42742866,profiling
10.382332,-3.2728386,3.6448407,providers
16.681168,-3.662143,4.2264905,account
18.088865,4.1786165,4.610975,delivery
12.796859,1.9344424,9.481209,currently
16.608047,3.4169035,11.09283,equipment
19.08577,4.0926313,10.337467,situations
13.928665,4.0401254,9.720631,low
16.729826,5.235926,6.84962,heis
17.134865,-2.4107275,7.1475496,building
13.213215,2.087232,6.557186,improved
18.108465,3.1342704,6.5568504,analysis
16.636381,5.4990544,4.498775,legislation
14.635633,0.36174238,4.455397,agreements
14.611862,4.275092,7.3728123,end
15.212148,0.5653398,6.0952435,stage
13.490902,4.399701,5.0120707,iii
14.762521,1.8196706,10.020824,able
17.49961,1.8383529,8.273945,involvement
16.037056,0.80379426,9.040983,example
16.14009,-1.0662904,1.8930266,irish
12.665785,5.3687763,6.897964,network
17.354937,1.3727938,3.7416587,initiatives
15.62893,5.655178,3.2504709,agencies
17.619574,0.9102623,7.9931517,companies
14.653964,-0.08746214,6.512945,administrative
13.806316,4.1722703,7.701953,oriented
16.027494,-3.6468003,7.8473234,help
16.113287,3.7020051,4.499961,committee
12.566128,4.347106,7.2383637,three
18.13747,5.6962123,5.8523827,www
12.426162,5.3385177,11.540107,personnel
17.138973,3.770071,2.9784493,hea
18.500866,4.386181,9.8897505,simple
19.135752,7.028132,1.4121025,layout
16.214796,4.9504676,6.429307,criteria
14.380765,2.136289,10.543873,material
16.223646,1.3044066,5.274552,creation
16.03522,-0.130771,7.03969,addition
17.668919,-2.1473045,8.044808,ability
16.47637,4.4012175,8.923753,would
16.109285,7.4493074,1.3608863,moldova
12.804732,3.4913306,7.070051,competence
14.240874,4.6489763,9.3575535,pedagogical
18.906479,3.4357388,6.573325,resource
16.271496,3.3260722,5.432275,involved
18.79906,5.807852,7.093793,ongoing
17.52405,1.8054154,8.892333,efficient
12.271176,1.9712915,7.487196,case
17.660763,-0.26209226,9.10727,participate
17.206297,2.443181,8.538078,procedures
17.174799,3.6602006,2.7047048,implementing
18.282925,3.3055506,4.423082,http
15.679503,1.3529466,7.845484,organisation
16.587284,1.0483493,5.301174,common
16.807413,1.7458231,3.152378,europe
16.67926,0.5952589,0.61226684,documents
16.425476,-2.0253665,7.1877713,rules
13.526139,1.9405334,10.31828,small
13.914856,-0.6711034,8.106196,certain
11.3033695,5.0997305,7.041235,initial
18.207476,4.854483,9.026671,cost
15.861711,1.9946629,3.9360402,main
16.219093,1.195354,8.337354,netherlands
15.595321,0.33457986,2.7674706,taken
14.675138,-1.8095175,7.8793344,open
18.571024,-2.0886357,7.723352,challenges
16.037868,-1.0183835,5.0277534,together
15.367265,4.668571,6.1055026,establishment
15.213403,-1.3119277,6.364761,representatives
13.788861,5.746194,3.8079383,law
16.603495,0.4558567,1.0829712,agenda
15.282402,-3.1115587,4.0098906,citizens
19.361385,6.6130905,2.0000465,final
16.244005,0.48506206,6.1032033,already
17.914967,2.1239314,8.432561,examples
17.336731,5.8572397,6.4374576,establish
15.27841,-2.5288916,7.471718,apply
9.936859,-3.4403625,3.7788384,formal
16.156755,-0.66282547,5.662383,relation
12.607852,2.015959,5.441016,carried
16.224909,-3.25246,7.8051395,enable
19.261326,-2.1301935,7.1762404,values
16.363611,-0.7293747,1.7310992,enterprise
16.792173,1.7808217,6.1160645,view
12.69626,2.8628762,7.157733,curricula
14.821554,2.188232,9.406822,types
14.143554,1.5788134,10.062069,guidance
13.541827,-0.22988024,7.5917115,particularly
11.252071,-4.9168816,6.0056524,large
12.837138,3.6453354,10.0655575,proportion
16.598125,1.0294992,8.882178,situation
17.440117,-2.0794787,8.033896,understanding
14.573275,-1.7920127,2.2920692,investment
16.18417,-2.1857154,8.363087,target
10.842093,4.6389303,6.6750407,continuing
18.828085,-1.9484125,7.6771946,protection
15.923395,0.093017355,6.8669333,required
16.079063,2.5873682,7.9436564,recognition
19.503242,1.5925828,10.938337,technologies
13.919224,-3.8814147,1.0799513,collaboration
17.533596,1.7386571,1.8777132,document
11.45069,-3.1790824,3.6011417,integrated
17.211002,3.1401155,2.4938343,recommendations
12.548407,4.332472,7.4754252,pro
15.609819,2.0918243,3.7092247,table
11.230588,5.405181,7.995372,post
18.562244,-2.058283,7.7112536,relationships
14.72942,5.9283867,3.3408577,authorities
15.946184,1.8469161,4.8539267,perspective
15.674156,-4.2526374,5.1555905,value
12.947935,4.958753,6.212537,qualification
17.932972,3.0474176,6.6416044,present
16.922611,1.1785262,2.7749465,trends
14.798225,-0.11894111,4.955344,result
13.788601,2.448389,9.301573,share
14.293074,-0.19292027,4.763628,experts
12.063104,1.613984,7.1820207,flexible
16.27643,-2.0874488,6.019442,municipalities
16.70072,-2.3294933,8.006557,others
15.716842,-0.108104065,7.7812104,become
15.984058,0.4881372,5.88463,achieved
15.5756235,-4.1852274,7.7519217,members
16.346334,0.69628453,6.0977645,clear
13.0857315,1.437699,5.074976,standard
17.92165,0.25918546,10.347493,job
15.060364,2.0391152,12.357723,families
17.330719,1.5835083,8.664599,application
16.838646,3.8903708,8.853397,source
15.692653,-3.2867925,7.581864,sources
17.64869,3.939497,4.34304,civil
16.269815,-3.9069388,0.61852884,deliver
11.466043,-10.343022,-3.3144922,landscape
12.541305,-6.5269747,5.6736965,sufficient
18.284264,4.0261464,7.2741747,functions
11.725026,4.958341,9.431738,enrolment
13.1777,4.0079026,5.2535295,iv
16.65291,0.50802684,0.6730297,office
18.265455,0.81709236,10.535888,learn
16.597607,-1.3951564,5.9032845,expert
16.302322,4.970662,6.4192214,anacec
16.677954,-2.913492,3.7563653,lead
14.983618,1.0177686,1.3169575,union
14.401378,-5.6255636,3.6070797,needed
15.684519,4.239486,5.304781,short
16.139944,-0.2685112,4.6015873,concept
14.015736,0.14562497,6.821231,preparation
15.60034,1.9759101,4.826131,reports
15.745973,-1.0889412,7.9140077,promoting
16.20953,-4.775344,1.1082768,partners
13.304284,3.0175776,6.156455,lack
13.700019,-6.0095296,-1.488243,fundamental
11.304037,-8.531249,-0.4094785,energy
16.079327,1.8820289,4.2703094,supports
13.545436,0.35012555,7.88121,additional
13.655129,3.205575,5.3923163,regarding
13.45943,-0.6087901,3.5028257,require
14.747035,-1.8183529,4.9471164,industry
15.760106,-4.7027974,0.70747703,achievement
12.961168,2.5408921,5.986201,created
14.028098,-1.4977982,7.3901153,another
18.27534,3.33891,4.910634,measure
16.311241,1.2176484,3.1604612,major
12.578499,5.329811,11.624815,lei
14.8106365,-4.58585,0.9668527,elements
17.37887,1.7037022,3.3238468,partnership
12.631601,2.2968054,9.683329,least
16.320166,-2.9041908,4.329922,taking
15.485643,0.30267295,7.747861,supported
19.273045,-2.1869009,7.143508,political
15.26213,3.9199343,6.895427,regulations
18.028341,-2.263772,7.818861,positive
16.11924,1.1480601,9.537003,opportunity
15.898993,6.015451,3.6519463,normative
13.894036,-0.20455007,4.279675,effectiveness
18.127258,0.7893192,7.301363,successful
14.530057,-1.5917399,7.9330964,extent
18.40425,6.206002,1.2520554,statement
12.896103,-1.207655,6.072399,costs
17.53041,-1.7617584,8.127146,languages
17.975985,3.0434148,5.3282847,schemes
15.901477,-1.5678872,7.2160573,respect
17.792505,3.16191,4.949525,structures
15.29279,0.64014167,9.45756,supply
11.723948,-10.106207,-3.3054163,media
19.279177,3.0271223,8.654187,rights
13.018961,-4.5550103,8.070259,materials
13.728947,2.6873531,9.635922,capital
17.84282,1.8004292,6.0694485,point
14.155506,-1.3782628,2.3781383,provides
16.506817,-3.6383996,0.84743035,inclusion
13.333732,2.2675521,9.863811,pupil
12.481254,1.3082149,6.0038843,organization
13.341977,1.5662339,5.0113072,comprehensive
14.748786,1.2532505,8.793271,possibilities
17.887684,3.6847255,10.518554,modern
13.597258,-1.0505893,2.3751142,includes
8.440225,-10.8506155,-6.828438,water
17.630085,2.72623,7.9302373,tasks
8.8070755,-9.600407,0.36401823,facilities
15.805895,4.0679307,5.835301,joint
12.834168,3.0802693,7.307427,examination
14.432223,-1.7672697,7.7368975,emphasis
12.587478,1.6445516,5.6296835,introduced
17.07925,6.511597,7.010657,elaboration
14.686898,2.2743943,10.28315,textbooks
8.534254,-4.02982,4.654341,complete
12.555365,-6.473844,5.8202243,adequate
13.8419485,-1.8796498,8.221517,due
15.066764,7.078423,8.12012,child
18.47945,2.731356,5.614282,immediate
13.44179,-1.6514872,5.9867554,right
13.446243,-2.05809,7.752424,every
14.874744,0.37847975,2.2217152,aims
10.4163,-3.1969273,6.3734026,rural
17.42218,5.1381617,4.9886312,ie
15.956936,-4.9232125,0.97581273,creative
13.387739,-0.99161005,5.3002205,design
13.648479,-9.087714,1.3961042,abilities
16.619726,0.41602224,0.59799707,targets
16.195513,1.4244736,9.377468,without
11.21622,2.234456,6.1460557,inclusive
14.618807,3.5101213,7.2020555,board
16.796953,0.01025916,0.21372414,jobs
13.614778,-1.3391515,2.601187,whole
15.415888,-4.379128,7.8522162,communities
16.380606,1.5879402,3.2672396,annual
12.916137,1.8422996,9.979894,free
15.743882,2.1150103,4.4178357,en
0.9909301,-8.203537,-9.4827175,humans
12.186524,-3.1009982,0.6574277,art
14.711411,0.04524958,1.7049042,overall
13.429107,-0.58851135,3.2819831,requires
13.379108,-5.316812,4.1285977,give
11.9045,-3.1224794,4.411892,attention
12.039993,-5.0646386,2.2658699,regard
11.862186,-2.8405538,3.003438,principle
12.31437,-4.4516745,-1.5401219,entrepreneurship
14.981019,-3.2863262,4.3446674,force
11.378254,3.13596,6.5460443,graduate
9.167838,-10.379981,-5.292667,cities
13.992629,1.4202958,12.606015,disadvantaged
12.003215,-5.098062,1.8790574,independent
15.016825,-4.625774,4.414085,practices
16.215906,-3.619114,7.7886963,diversity
12.06295,-5.359214,4.5877995,reduce
15.858793,-3.92101,8.005152,risk
15.794392,-4.4949245,0.739506,contribution
13.289123,-3.7710683,-2.273321,departments
13.618783,0.01851749,7.794457,assistance
16.626677,-2.2389896,7.6202583,problem
15.069665,-4.787046,4.235195,innovative
16.371359,5.6917486,3.865562,approval
8.20229,-9.664195,-8.658305,relationship
13.108601,2.3129466,5.0189734,montenegro
14.136113,-1.2869992,2.3077188,responsible
13.286913,-3.6508613,6.6659956,hand
15.300748,-2.5549355,4.3223395,position
11.50997,1.3560137,5.748661,third
12.434185,1.6021911,6.305378,tion
15.832449,-1.3478558,6.219137,region
15.798075,0.75179124,7.582803,abroad
11.613145,2.5255873,6.951286,offered
11.8492565,-10.120335,-6.058857,engagement
15.58594,-0.30473438,3.9184754,agreement
15.530851,-4.819149,5.0395513,awareness
14.827772,0.15404089,1.9423732,centre
15.57492,-4.318229,0.7880595,identified
12.287189,0.8402842,9.73641,gel
14.712508,-8.128332,-2.009915,democratic
12.955951,2.679975,9.865704,rates
16.078032,0.2831061,7.62415,selection
6.937461,-12.044044,-9.114046,environmental
15.110125,-7.5328617,1.0146372,critical
14.42612,0.48767415,1.6316882,regulation
11.816412,-4.5009613,5.1988935,employees
10.513872,4.824148,8.57362,upper
15.592898,0.6980677,6.7891574,several
11.884101,-5.528087,-0.10135252,selected
11.691112,-3.5227835,0.76080817,funded
10.917414,-7.2484026,1.6394856,researchers
11.15806,-5.2013197,1.452205,association
14.02282,-4.8603015,1.4966499,strong
10.092823,-7.3740354,-1.8308226,grade
16.864635,-2.3918529,7.6513023,behaviour
12.561263,-6.2157383,5.887517,acquired
13.074667,-5.441806,2.4108872,experiences
10.786741,-7.0847635,4.8437405,choice
10.810434,-8.241031,0.80327696,interest
13.629871,-9.10381,1.3002173,individuals
10.573466,-7.5845103,-2.7373636,thematic
11.9286175,-4.6874585,0.24226815,focused
16.181261,-2.300564,5.033033,previous
9.851044,-9.558042,1.5277565,equal
11.561233,-3.5617225,6.0526066,flexibility
9.687954,-8.255171,0.17577481,urban
11.486906,-4.1129994,2.4316864,relevance
13.747655,-4.2444797,3.234592,accountability
14.262303,-5.006359,3.350013,wide
12.309924,-7.0283294,-3.24862,oecd
16.525145,0.22557846,0.096292235,minister
13.521187,-0.8087782,4.827486,examinations
16.547705,0.23584847,0.20107529,vision
6.8457155,-9.450346,-8.86512,instruction
8.394882,-3.1205785,5.8067856,enrolled
15.939129,0.20633766,7.202572,primarily
15.754178,-7.0093164,3.9129648,labor
14.931807,-2.6994755,5.97763,regular
13.375262,-0.6707808,3.2424977,throughout
11.203244,-7.3358636,-0.040599704,characteristics
15.225061,-2.2484794,1.9145696,decisions
10.869367,-3.6186388,6.3037724,places
13.140167,-5.78668,-2.174834,prepared
14.7888155,-6.061591,1.3935037,play
12.327086,-5.143139,4.6405063,efforts
12.671725,-4.5124197,7.3945875,motivation
12.608578,-2.043945,6.6420293,gdp
15.322002,-2.566537,4.01954,workforce
15.483007,-6.65103,4.005555,demands
16.439873,4.0260396,4.981581,ministries
15.784806,-3.6654263,7.8019357,real
14.935478,2.8437247,8.615184,still
18.816994,5.36297,8.733647,mths
13.479075,-6.258413,3.2166483,whether
13.255617,2.0370984,8.747772,pilot
13.473281,-3.494388,6.5983596,significantly
13.278635,-3.2508225,6.7571015,even
12.281021,2.6921077,9.92666,ratio
19.385593,6.5103517,2.0420048,print
14.806816,-5.306909,3.6428237,fully
13.197218,-6.9239593,3.7468038,allow
7.982344,-4.734463,3.397123,autonomy
10.323348,-5.789873,4.3614717,grades
11.676111,-3.3957317,6.289442,status
11.159031,-5.3612995,4.385564,recent
