x,y,label
50.945827,22.567179,established
47.89204,15.144095,plans
57.27441,4.6842,infrastructure
57.692165,13.568657,countries
55.037933,12.65052,business
54.40144,8.811673,include
56.14486,17.0367,c
54.290714,19.413866,funds
56.75975,10.879796,terms
49.765747,6.115915,private
42.146942,1.3536061,priority
68.04923,18.351671,p
57.286037,19.845127,according
65.040695,12.319922,greater
72.8758,14.993124,learners
68.30938,13.986683,problems
71.96195,11.215866,growth
64.86549,12.744491,practical
50.920124,23.520409,financing
55.002026,12.908599,cross
56.82772,19.78125,two
52.204937,9.429049,culture
47.397068,14.317654,policies
70.973175,10.733313,potential
54.42212,15.173131,central
43.571648,16.039356,goals
59.243286,27.056196,doctoral
56.99375,21.006853,structure
61.76168,10.273683,used
56.75576,14.088848,country
48.281723,18.243635,project
65.006226,13.072775,creating
66.03054,13.860242,tools
47.199024,17.431927,introduction
54.67019,13.182117,issues
41.90281,17.45204,goal
39.89015,18.062395,page
47.55996,22.739878,mechanisms
56.603794,10.786938,responsibility
55.80401,13.794288,importance
68.53159,6.0336266,r
54.54913,7.0859127,projects
64.837364,18.905838,full
51.081726,11.701042,internal
69.072716,14.645142,demand
52.333874,11.318226,strengthening
42.10769,16.299479,strategies
57.417587,9.34556,integration
63.361504,6.1425166,competencies
47.50094,21.243904,agency
65.72302,20.010048,parents
49.284657,19.53369,operation
47.302475,15.436766,implement
68.20218,8.60544,ict
69.987724,11.047915,active
52.11943,9.195266,strengthen
41.256065,0.7248206,priorities
58.476715,27.988241,bachelor
55.68055,17.447308,b
47.43475,-4.955881,curricular
54.817623,12.549217,global
61.364437,17.998346,many
48.85785,19.675611,legal
49.636925,15.049003,co
61.432354,-1.4661896,success
50.193436,4.4669623,fields
63.86635,21.492113,mobility
71.065834,18.295908,age
55.980118,27.103508,continuous
52.319942,11.694068,promote
70.69631,12.932631,family
59.02582,21.973192,centres
55.46348,18.5472,transfer
53.321125,19.229967,line
63.785458,12.842491,competences
66.73607,8.194852,natural
47.506023,16.184088,governance
50.895,22.500317,ii
67.99865,17.56287,moes
56.08011,10.32264,supporting
60.621887,2.2135627,best
49.02786,19.694174,accordance
60.03799,29.624094,lower
56.224697,27.601961,cycle
47.912178,13.650993,context
54.729992,26.069376,adult
51.304993,9.242889,see
48.4109,11.213838,stakeholders
67.38089,15.344939,nature
56.96058,6.9810004,continue
64.10746,25.050692,million
64.013336,25.103252,average
61.346996,8.996079,means
60.550926,27.315279,second
61.49231,7.7870507,way
53.452118,16.783535,implemented
59.462795,16.230968,care
61.12816,21.700602,thus
57.502033,24.358232,profile
47.794422,23.114876,guidelines
52.389572,11.944737,efficiency
54.28145,9.346884,achieve
61.19766,6.5348315,given
56.32691,10.946055,identify
63.634846,18.101452,career
67.96174,16.241758,organisations
49.849667,14.73557,bodies
57.14519,4.872015,aim
54.710987,13.168129,contribute
52.286255,15.339865,ensuring
58.99604,26.012213,offer
45.340805,0.45240018,hei
59.969715,7.0572405,course
46.798203,19.748331,medium
71.87614,11.187298,changing
57.448483,9.12675,meet
56.726833,6.4805045,regions
67.18521,14.208109,matter
59.08296,3.647818,especially
46.46699,-23.788612,profiling
46.02867,-10.534978,providers
58.244614,-7.2953954,account
51.56243,14.414777,delivery
63.34009,20.54726,currently
65.35217,13.205627,equipment
68.67026,13.669477,situations
61.133198,21.812876,low
54.835587,17.995281,heis
61.247025,0.6055392,building
51.92992,5.276631,improved
56.76336,13.156065,analysis
49.66485,18.64012,legislation
53.41261,2.1853158,agreements
57.331264,19.688778,end
55.37832,5.3110023,stage
51.181377,22.128275,iii
63.334057,18.181149,able
61.019714,10.111831,involvement
61.449543,7.6322165,example
43.256767,-2.7091084,irish
55.433388,25.081438,network
49.212616,10.946997,initiatives
47.7519,20.337011,agencies
61.150913,9.011521,companies
55.15616,4.201049,administrative
58.11471,20.562714,oriented
61.528748,-3.1605856,help
50.99526,15.916396,committee
56.756947,24.776155,three
50.689842,17.826777,www
63.744972,27.029446,personnel
47.85256,15.038,hea
67.77514,14.410426,simple
40.12478,17.37714,layout
54.408318,17.458662,criteria
63.659588,18.875668,material
53.86209,8.48493,creation
57.42097,6.0921836,addition
62.80078,-0.2516786,ability
62.120415,15.682489,would
42.983845,21.923504,moldova
58.79154,19.799393,competence
60.11957,21.953646,pedagogical
55.89358,13.583151,resource
52.61593,14.073721,involved
68.056175,18.08029,ongoing
62.28197,10.380794,efficient
49.074963,4.4325547,case
64.43056,7.3084035,participate
61.477886,11.560614,procedures
47.39916,14.880525,implementing
50.4268,13.732339,http
58.88966,7.8370504,organisation
54.24036,8.518284,common
48.633533,10.692745,europe
41.1377,-0.59382075,documents
59.95903,-0.7275306,rules
64.01654,20.109718,small
58.905933,3.9788375,certain
55.917274,27.556858,initial
67.23445,15.669225,cost
50.781414,9.332974,main
60.166725,8.533592,netherlands
46.062603,-0.5796357,taken
59.056602,1.7992669,open
64.14424,0.16067128,challenges
55.83581,-0.641359,together
53.40511,17.957918,establishment
57.237797,0.48917565,representatives
49.604267,23.233347,law
41.917847,-0.98636353,agenda
56.18248,-5.238901,citizens
40.621304,16.313839,final
55.631657,7.1156683,already
61.602085,10.663702,examples
53.319134,19.123259,establish
59.962955,-1.8586864,apply
45.54481,-10.836714,formal
56.411522,0.25461182,relation
50.52968,4.1148,carried
61.369633,-2.3965933,enable
65.43346,0.037169877,values
42.913685,-2.4515781,enterprise
55.494946,9.443924,view
59.046967,19.429125,curricula
62.00939,17.980028,types
63.51144,18.850803,guidance
56.98418,3.2242444,particularly
50.85302,-10.065883,large
62.539673,22.57877,proportion
61.502686,8.436244,situation
62.403374,-0.1948298,understanding
45.954517,-3.569426,investment
60.24723,0.044618983,target
55.19963,28.199509,continuing
64.4663,0.4114167,protection
57.12954,6.181682,required
60.092617,11.522609,recognition
69.38003,8.664371,technologies
52.312874,-21.625154,collaboration
46.345863,12.207936,document
47.446377,-9.765783,integrated
47.131683,14.0844,recommendations
57.11191,24.765182,pro
50.174812,9.125051,table
56.939972,28.101042,post
64.11868,0.18390183,relationships
48.66551,22.220402,authorities
52.394836,9.00019,perspective
57.604733,-9.079548,value
54.941048,24.329733,qualification
57.087414,13.022334,present
48.057327,10.313463,trends
53.797977,1.5628141,result
61.708652,19.229107,share
53.369614,1.49237,experts
49.04435,3.6121767,flexible
58.24478,-1.6721753,municipalities
61.274216,-0.6594167,others
58.474083,5.7515635,become
55.230446,6.7734766,achieved
61.01661,-4.241843,members
55.46495,7.57381,clear
51.39738,3.4936676,standard
65.79501,7.8911242,job
70.79811,17.729004,families
61.837875,9.959046,application
61.14933,14.977323,source
60.578438,-2.6887236,sources
50.639954,14.862762,civil
40.751656,-4.2375617,deliver
44.25999,-40.787735,landscape
52.415905,-13.327889,sufficient
56.97937,14.434091,functions
60.77478,27.359219,enrolment
50.21365,5.9966445,iv
41.35448,-0.7523397,office
66.751625,8.432674,learn
57.386868,-0.92219925,expert
54.450966,17.378227,anacec
58.020863,-6.3376846,lead
43.76724,0.62408507,union
55.339863,-14.526676,needed
52.4713,17.207674,short
55.116665,0.7127338,concept
55.671997,4.4524927,preparation
52.070904,8.520019,reports
60.62458,2.0595376,promoting
55.705017,-22.899393,partners
50.856407,5.8158073,lack
49.76105,-27.300768,fundamental
45.96201,-30.973974,energy
51.371113,9.786635,supports
56.861195,3.856305,additional
50.819195,6.240265,regarding
48.853416,-1.5982223,require
55.049847,-2.6151786,industry
54.844788,-23.220533,achievement
50.59893,5.20281,created
58.03208,1.7155015,another
52.04925,13.654911,measure
49.18992,9.846324,major
63.89271,26.832727,lei
53.146175,-22.595943,elements
48.72188,11.279174,partnership
63.356747,21.106516,least
57.84418,-6.1397915,taking
58.293846,6.001953,supported
65.4762,-0.056261674,political
57.008373,18.155607,regulations
63.352108,-0.31332356,positive
62.323032,7.9713807,opportunity
48.08763,19.970327,normative
52.510193,1.0958846,effectiveness
62.970814,3.0443807,successful
59.00759,2.1182258,extent
41.876156,17.608397,statement
51.8223,-0.50147444,costs
62.277782,0.6755573,languages
52.95343,13.459144,schemes
59.19273,0.2413235,respect
52.526447,13.53877,structures
61.511497,6.6081986,supply
44.168518,-40.33527,media
68.866035,11.831152,rights
62.88801,-5.9523425,materials
61.89702,19.62168,capital
55.58135,10.688606,point
46.759445,-2.986081,provides
40.901882,-4.188349,inclusion
62.95242,20.25115,pupil
50.2629,2.967379,organization
51.578575,3.8132153,comprehensive
59.90441,6.7899065,possibilities
66.47629,13.7949095,modern
47.23934,-2.7402833,includes
33.240295,-46.55768,water
59.476723,12.773165,tasks
41.004787,-29.743519,facilities
53.12875,16.720594,joint
59.003685,19.483784,examination
58.64823,1.7984697,emphasis
50.481728,3.62048,introduced
53.78742,20.283741,elaboration
63.497234,18.615978,textbooks
43.164783,-11.6170635,complete
52.489655,-13.183377,adequate
59.396797,2.7187302,due
59.686848,15.689943,child
53.81865,13.042129,immediate
53.067413,-2.0047321,right
53.365692,-5.6926646,every
45.331844,-1.0476477,aims
49.772884,-7.716149,rural
50.508892,17.624775,ie
55.30734,-23.137335,creative
52.095257,-1.1604309,design
53.87965,-30.982395,abilities
41.110622,-0.8288118,targets
62.20077,8.413151,without
47.60884,3.2823422,inclusive
57.56777,18.299288,board
40.493702,-1.7193507,jobs
47.42429,-3.2109056,whole
61.00894,-4.5514054,communities
49.381996,9.923889,annual
63.677307,20.450005,free
51.379017,8.974127,en
14.606959,-40.1086,humans
45.14881,-20.7328,art
44.67989,-0.89169264,overall
48.5738,-1.6309369,requires
54.14158,-13.890964,give
48.586678,-9.3713875,attention
48.885796,-20.431517,regard
47.189667,-9.206216,principle
42.58716,-22.514263,entrepreneurship
56.43849,-5.7746897,force
47.58628,4.3694754,graduate
36.30716,-43.591637,cities
52.067207,-9.857487,disadvantaged
48.6751,-21.45393,independent
56.629486,-10.914744,practices
61.58545,-2.8176737,diversity
50.456787,-12.869062,reduce
61.668957,-3.7415488,risk
54.792778,-22.730356,contribution
40.377007,-21.227945,departments
57.07041,3.545033,assistance
60.78373,-0.63593316,problem
56.83269,-11.01087,innovative
48.491344,19.100916,approval
30.303875,-44.56409,relationship
50.925278,4.9049344,montenegro
46.661835,-2.968917,responsible
53.918858,-7.5487466,hand
55.910187,-4.3208394,position
48.855705,2.1841395,third
49.95365,3.4826882,tion
57.78012,-0.28296387,region
58.111816,7.0889087,abroad
48.04418,4.293941,offered
41.108295,-44.386883,engagement
54.226513,0.58359337,agreement
57.9349,-10.109993,awareness
45.008736,-0.98653734,centre
54.444714,-22.297602,identified
52.307823,-4.7772937,gel
51.067398,-33.046173,democratic
62.869495,21.193697,rates
58.413963,6.728481,selection
25.08421,-50.15278,environmental
54.49038,-26.485437,critical
44.733902,0.11333899,regulation
50.195156,-11.082575,employees
59.78788,29.720411,upper
56.720097,6.918068,several
46.69352,-25.09844,selected
45.682987,-21.314127,funded
45.1169,-27.461216,researchers
47.88311,-22.423782,association
52.026672,-22.176643,strong
41.92937,-34.2792,grade
61.347736,-0.8270946,behaviour
52.438835,-12.521182,acquired
50.94826,-20.166895,experiences
48.644024,-15.172762,choice
44.56719,-29.6529,interest
53.769215,-31.01138,individuals
42.45134,-35.720654,thematic
45.911007,-23.216381,focused
57.431797,-2.5263505,previous
42.35738,-29.05264,equal
51.21251,-8.126878,flexibility
43.308315,-30.928226,urban
48.084,-19.538004,relevance
55.884403,-11.904973,accountability
55.419903,-13.819402,wide
44.884125,-35.54651,oecd
40.302917,-0.8554042,minister
51.643906,-1.2559062,examinations
40.44942,-0.91725004,vision
26.447256,-45.837524,instruction
42.330322,5.741815,enrolled
57.569874,6.321867,primarily
58.12638,-15.660084,labor
56.893715,-3.4328055,regular
48.579487,-1.7368228,throughout
46.096664,-28.82664,characteristics
44.84874,-3.9462733,decisions
50.371735,-8.355514,places
48.872044,-27.808212,prepared
52.926567,-24.111332,play
50.675842,-12.513063,efforts
52.72355,-8.667619,motivation
52.617504,-4.7773046,gdp
55.87993,-4.612493,workforce
57.696167,-15.346569,demands
51.63903,16.292547,ministries
60.82517,-3.1169844,real
61.078693,17.47376,still
68.10593,16.592701,mths
53.55792,-16.436928,whether
60.592808,19.378082,pilot
54.15345,-7.266098,significantly
53.74409,-6.9736133,even
63.52215,21.962448,ratio
40.730606,16.200472,print
56.08927,-13.774283,fully
53.01044,-16.159464,allow
42.519005,-13.718458,autonomy
47.79421,-13.929949,grades
51.399994,-7.846557,status
48.980583,-12.968948,recent
46.916824,-26.9082,build
58.273262,-0.71911216,could
53.35863,-6.599277,things
59.632423,5.5103455,furthermore
61.157455,-0.51203775,manner
46.794865,-5.9648366,georgia
44.00057,-0.059166424,section
45.471947,0.5915645,establishing
52.941196,-0.48221424,facilitate
47.86336,20.569324,bih
57.264584,-10.328191,aspects
53.794968,-33.633274,disabilities
57.77066,-9.591201,influence
51.169968,-2.5647519,institutes
47.5506,-25.772903,coming
55.843185,-4.332498,points
48.287766,-19.321482,units
49.837414,-15.206918,less
57.773663,0.92938846,scale
40.59623,-25.273788,capacities
47.446823,-4.9500327,setting
40.065514,-34.77321,purpose
45.044037,-4.064458,proposals
53.12966,-28.488035,digital
53.29961,2.391539,methodology
26.933075,-42.630188,mandatory
54.45425,-6.5097404,allocation
50.301155,0.9770208,phase
51.410946,-7.8836966,possibility
49.42436,-15.999501,amount
51.316895,-28.515444,survey
57.40815,-11.0897045,responsibilities
41.301926,-20.2128,achieving
51.437775,-31.872112,enhance
54.442616,-7.365449,around
52.835285,-24.773428,essential
43.373814,-12.262579,adults
49.132347,3.7815044,managers
61.207596,10.4092,evaluators
43.442314,-10.802272,compared
53.09823,-16.402933,encourage
50.553616,-15.825398,production
46.400593,-3.712088,defined
54.511364,-22.50094,consultation
60.20876,-8.995632,l
50.138084,2.8269558,promotion
51.852177,-0.15894149,since
45.587376,-0.8742462,included
62.05388,-0.48969248,ways
48.681927,4.6437225,completion
56.93328,-3.9029672,mutual
57.194153,-9.342793,assess
48.6268,-32.038548,technological
51.306755,-26.754503,works
62.60565,-1.737214,thinking
59.782757,5.4147162,admission
49.0993,-14.15715,type
45.791954,-25.437979,functioning
55.08032,-14.961142,choices
44.930244,0.042457886,legislative
40.523144,-0.49129307,pdf
45.34021,-29.463352,prepare
61.448967,-0.6396647,roles
51.20452,-30.536526,safety
40.586,-21.527092,next
41.348743,-20.150404,published
62.972088,-6.003958,distance
53.425747,-1.4170055,broad
45.85657,-15.519491,transition
19.20389,-34.537746,fet
41.303944,-38.11594,expertise
62.88065,-5.949289,profession
40.246044,-20.087564,dialogue
60.14176,6.7185755,options
52.5682,-12.961661,availability
55.616203,0.053720005,formation
50.50572,2.4709735,introduce
43.18437,-13.256059,completed
51.50925,-15.965882,hours
44.796375,0.33777663,bologna
47.90781,-12.846511,distribution
56.64204,3.754821,persons
44.68801,-4.1858487,institute
53.513573,-6.652104,mainly
61.16196,-3.6304567,alternative
53.516033,-31.543615,interests
50.260864,-15.777186,reduction
51.95019,-18.460167,aimed
46.375153,-3.846965,publication
47.690514,16.758318,directions
25.736044,-27.02086,cent
52.336212,-29.469881,literacy
53.258682,-6.0948973,extra
44.47459,-21.518208,connection
55.65573,-0.1441056,chapter
41.469517,-20.331318,core
42.356346,5.780275,enrollment
59.00513,0.5569382,complex
45.51284,-0.54917,approved
62.536407,0.6652884,reading
49.73886,-14.0218935,transport
43.955696,17.235218,armenia
45.68313,-32.249733,direct
43.23301,0.67988753,croatia
42.377872,-35.804443,arts
40.659428,16.614166,qxp
44.74644,-25.365845,allocated
41.98564,-0.9817653,agreed
48.06894,3.1692042,centers
56.141644,-16.539263,living
39.444187,-21.901413,contents
51.850346,-14.712097,qualified
50.008324,-0.12371756,procedure
43.17858,-24.81451,structural
43.15182,-1.0477093,regulatory
43.285446,-39.621567,solas
53.56829,-24.487928,relations
50.741776,-0.10978421,associations
61.703156,18.65668,percentage
41.266888,-43.99797,climate
50.070976,-8.032575,buildings
39.858643,-24.11386,entire
41.32779,-38.32051,enhanced
49.51677,-21.443884,planned
51.7471,-24.0888,paper
50.130962,-13.306798,start
45.76761,-40.651527,actively
62.639385,7.6694136,numbers
30.016136,-33.336758,direction
43.52815,13.180139,strat
47.736366,-13.510687,four
51.142784,-11.699045,minimum
57.615944,-12.335082,prevention
47.07423,-35.663563,instruments
54.76611,-6.78766,past
63.054222,9.071229,text
30.02119,-34.260555,operational
40.976055,-1.6505706,sets
47.89686,-20.947687,excellence
43.85865,-13.6916065,orientation
50.364483,-2.7322824,finance
39.767647,-30.577702,intensive
50.035126,-10.990006,single
55.39936,-0.7903016,issue
19.901487,17.318628,expression
44.68368,-43.63835,actual
51.782406,-30.164457,talent
37.943295,-33.70291,component
50.948265,-14.003637,fact
46.246918,-24.616817,conduct
17.18285,-17.473692,nss
50.11432,-10.940237,receive
51.969006,-22.093315,via
40.89482,-39.899525,approaches
48.793865,-17.127222,much
41.14172,-24.068895,reforms
51.11215,-2.455294,models
25.55077,-38.451164,engage
48.496437,-12.840957,shows
53.99381,-23.565037,developments
37.51714,-42.544083,reducing
46.422276,12.406504,outputs
54.744736,-22.477104,address
54.505493,-15.022428,makes
55.120266,-15.772502,solving
-69.466644,8.301903,valorisation
39.838898,-20.563087,monitor
19.103,-16.084671,sports
10.646155,37.60137,moe
42.47864,-13.140046,leaving
31.055443,-32.618713,coordination
-11.369069,42.867043,visual
46.21564,-30.957853,differences
51.565563,-31.60887,meeting
51.315647,-32.700584,competitiveness
56.313286,-15.32982,understand
46.1032,-14.0962105,scheme
46.623802,-25.969746,designed
56.38276,-15.758642,growing
48.380398,-10.722835,methodological
45.787086,-21.283775,shall
4.038505,-36.9237,evaluate
39.55172,-21.521086,adopted
28.731092,-40.5723,follow
42.09013,-12.930392,colleges
45.80185,-35.269855,considered
29.371176,-42.410957,close
25.78121,-36.95506,parts
41.433517,-40.726784,consider
31.226562,-30.987549,mission
-62.254124,23.930077,musical
51.60421,-18.278221,seek
51.619034,-20.425251,background
51.609478,-1.2159299,list
34.60851,-44.761112,solutions
44.435783,-30.077145,benefit
51.85896,-8.05868,computer
43.93657,-25.087051,investments
25.208487,-37.205666,sustainability
50.46627,-30.515066,maintain
46.603104,-35.16771,fulfilment
15.167196,12.368861,ch
40.7197,-41.29001,proper
47.290543,-12.665833,starting
49.108566,-21.27192,discussion
54.065353,-31.542864,find
45.650784,-39.37051,competition
52.36448,-25.39155,base
-0.0022748988,-31.546894,mental
50.42933,1.2874278,proficiency
47.80592,-9.550846,healthcare
41.752174,-24.461954,strengthened
37.704742,-35.701702,outside
45.058033,-40.469883,highly
46.903316,-23.38043,carry
51.366894,3.8882039,register
50.20939,-16.2538,income
44.33218,-29.145163,workers
31.606283,-30.481806,estonian
52.440205,-23.065615,compare
31.767723,-37.57854,directly
37.6304,-44.77477,limited
42.921417,-41.295948,governments
55.31871,-10.085231,internationally
-17.787695,36.59625,music
49.569942,-21.1458,transparency
47.632298,-16.333057,class
42.33061,-21.209444,control
47.29874,-25.191263,steps
19.913889,23.837393,exercise
57.25747,-10.238955,called
33.57836,-38.427002,accessible
40.715633,-20.305868,detailed
37.1709,-45.039722,benefits
48.986614,-39.697536,prior
45.91446,-24.986467,fund
48.30424,-19.86551,want
8.701243,-28.302197,artistic
41.757835,-39.14447,systematic
45.021477,-29.712334,participants
40.987415,-1.2316093,outlined
42.293606,-23.422821,childhood
56.989895,-15.639535,demographic
35.25938,-33.330402,reporting
30.778318,-35.78081,competitive
22.840528,-44.037426,link
32.99615,-50.01911,respond
44.374374,-28.305534,often
53.26198,-24.90803,negative
39.48233,-37.081932,beyond
48.537865,-20.16202,compliance
49.930237,-17.3098,although
57.39433,-8.814091,strengths
43.931232,-22.372835,statistics
42.712673,-34.779167,initiative
55.629173,-10.574825,transparent
22.046766,-37.703564,shared
49.76313,-22.66606,great
14.245402,1.6558744,employer
50.57979,-15.488088,day
43.920002,-41.64121,bring
50.08202,-27.278713,sectoral
45.458427,-31.084803,date
50.911404,-14.09567,home
51.15902,-26.366552,inter
-64.201485,22.989025,allotment
46.466393,-10.333619,credit
57.151684,-9.863716,suitable
42.801838,-37.62742,crucial
39.71792,-34.81134,identifying
51.2906,-11.631784,grants
43.865746,-41.7168,factors
14.755475,-40.01073,affairs
51.21307,-16.98961,person
11.063984,-37.429634,impacts
17.099577,-31.96287,stages
47.78912,-26.424873,yet
22.703566,-37.66748,wider
47.20196,-22.913916,differentiation
40.66316,-37.279705,insufficient
39.697945,-41.013817,dutch
47.44656,-21.923136,far
45.89645,-3.5300925,publications
52.88627,-29.058989,us
42.757206,-25.977013,vi
53.90568,-16.683609,cannot
41.556404,-30.427313,counselling
57.335384,-12.602766,equality
44.38412,-28.245636,condition
37.98436,-39.092293,acquire
46.26505,-23.52888,clearly
25.695465,-33.475227,authority
42.103134,-24.948305,danish
49.75568,-22.058926,effects
51.21595,-18.065758,maintenance
22.413034,-46.58191,themes
37.28206,-35.408203,highest
10.932172,-37.40194,contributes
63.936523,25.110268,exp
39.630135,-22.641571,components
38.960575,-31.20089,degrees
45.632378,-13.546481,senior
