label,labels
worker,-1
discount,-1
applicants,-1
called,-1
marks,-1
working,-1
folds,-1
housing,-1
annul,-1
step,-1
events,-1
athletic,-1
environmental,-1
youth,-1
teenagers,-1
deputy,-1
positions,-1
consisting,-1
recommendations,-1
july,-1
forces,-1
armed,-1
officers,-1
tutor,-1
assigned,-1
enterprise,-1
january,-1
prohibited,-1
outreach,-1
dissemination,-1
operation,-1
reinforcement,-1
distant,-1
internet,-1
fee,-1
evaluations,-1
membership,-1
sample,-1
certificates,-1
equality,-1
correspondence,-1
inclusion,-1
demands,-1
tuition,-1
discounts,-1
popular,-1
enrichment,-1
restoration,-1
tariff,-1
research,-1
reproduction,-1
identification,-1
modernization,-1
younger,-1
restructuring,-1
communities,-1
sponsoring,-1
charitable,-1
assistance,-1
radio,-1
tv,-1
agency,-1
managerial,-1
planning,-1
faculties,-1
formula,-1
preferred,-1
projection,-1
components,-1
justified,-1
favorable,-1
evaluation,-1
statistical,-1
undertaking,-1
critical,-1
prevention,-1
measures,-1
universal,-1
researches,-1
distinction,-1
reimbursement,-1
rehabilitation,-1
entitlement,-1
interest,-1
office,-1
rector,-1
units,-1
elaboration,-1
side,-1
ngos,-1
participation,-1
dismissal,-1
officials,-1
mechanism,-1
sub,-1
additions,-1
amendments,-1
loans,-1
long,-1
supporting,-1
functions,-1
course,-1
action,-1
objects,-1
rewards,-1
deviations,-1
museums,-1
hostels,-1
facilities,-1
infrastructure,-1
using,-1
selection,-1
possibility,-1
granting,-1
displayed,-1
handicapped,-1
member,-1
individually,-1
legitimate,-1
representatives,-1
calculated,-1
thee,-1
yearly,-1
could,-1
investments,-1
amounts,-1
decreasing,-1
without,-1
sources,-1
employees,-1
available,-1
practically,-1
communal,-1
considerable,-1
cover,-1
earmarked,-1
studied,-1
practices,-1
industrial,-1
handicraft,-1
varieties,-1
accessories,-1
studios,-1
crafts,-1
laboratories,-1
internal,-1
redistribution,-1
resumption,-1
repairs,-1
inventory,-1
catalogues,-1
care,-1
health,-1
extension,-1
rearrangement,-1
nutrition,-1
psychology,-1
leisure,-1
density,-1
readjustment,-1
toolkit,-1
severely,-1
case,-1
classes,-1
grouped,-1
staffs,-1
allowed,-1
elimination,-1
settlements,-1
like,-1
situated,-1
least,-1
relocation,-1
optimal,-1
optimization,-1
coordination,-1
feminization,-1
unclear,-1
teacher,-1
staffed,-1
areas,-1
rural,-1
particularly,-1
cadres,-1
administrative,-1
still,-1
since,-1
requirements,-1
exceeds,-1
teachers,-1
though,-1
directors,-1
required,-1
employee,-1
cooperation,-1
ratios,-1
tends,-1
student,-1
lecturer,-1
scientific,-1
docents,-1
professors,-1
lecturers,-1
professor,-1
people,-1
almost,-1
men,-1
women,-1
got,-1
incomplete,-1
total,-1
tutors,-1
steadily,-1
staff,-1
personnel,-1
studies,-1
fields,-1
trained,-1
professionals,-1
months,-1
varies,-1
get,-1
basic,-1
well,-1
daytime,-1
vocational,-1
mid,-1
stss,-1
based,-1
learning,-1
qualification,-1
junior,-1
subsidiaries,-1
fees,-1
aspirants,-1
study,-1
doctorates,-1
free,-1
institution,-1
ph,-1
doctorate,-1
studentship,-1
principles,-1
unpaid,-1
paid,-1
diploma,-1
degree,-1
higher,-1
pedagogical,-1
grow,-1
funded,-1
budget,-1
partially,-1
temporarily,-1
performing,-1
back,-1
charter,-1
exemplary,-1
credit,-1
end,-1
reforming,-1
channeled,-1
definitely,-1
constitutional,-1
april,-1
assembly,-1
comprehensive,-1
financial,-1
decentralization,-1
improvement,-1
pilot,-1
decrees,-1
governmental,-1
etc,-1
textbooks,-1
provision,-1
governance,-1
council,-1
democratization,-1
utilization,-1
efficiency,-1
new,-1
introduction,-1
autonomy,-1
legislative,-1
basis,-1
competitive,-1
right,-1
citizen,-1
property,-1
governing,-1
self,-1
local,-1
shifted,-1
delineation,-1
allocation,-1
classification,-1
constituted,-1
mention,-1
comparison,-1
gdp,-1
otherwise,-1
thousand,-1
constitutes,-1
budgets,-1
sts,-1
september,-1
principle,-1
every,-1
states,-1
adopted,-1
constitution,-1
implemented,-1
reforms,-1
directions,-1
allocations,-1
share,-1
funds,-1
expenses,-1
enterprises,-1
salary,-1
times,-1
wages,-1
per,-1
aimed,-1
provided,-1
centers,-1
high,-1
enjoyed,-1
always,-1
period,-1
developed,-1
existence,-1
popularity,-1
short,-1
current,-1
guarantee,-1
survival,-1
nation,-1
stronghold,-1
used,-1
established,-1
keeping,-1
competitiveness,-1
international,-1
organizations,-1
bodies,-1
management,-1
implementing,-1
institutions,-1
list,-1
scopes,-1
different,-1
going,-1
criteria,-1
providing,-1
programs,-1
set,-1
includes,-1
priority,-1
schooling,-1
entities,-1
armenian,-1
beginning,-1
plan,-1
national,-1
law,-1
article,-1
elaborated,-1
development,-1
contents,-1
educational,-1
state,-1
yerevan,-1
armenia,-1
republic,-1
education,-1
science,-1
program,-1
part,-1
overview,-1
field,-1
traditions,-1
history,-1
old,-1
centuries,-1
attachments,-1
funding,-1
students,-1
guarantees,-1
social,-1
activities,-1
implementation,-1
objectives,-1
ii,-1
system,-1
brief,-1
formation,-1
structure,-1
net,-1
composition,-1
special,-1
operational,-1
licensed,-1
besides,-1
pupils,-1
increased,-1
curriculum,-1
colleges,-1
status,-1
schools,-1
main,-1
two,-1
middle,-1
continuous,-1
specialized,-1
designed,-1
needing,-1
deprived,-1
training,-1
technical,-1
youths,-1
esthetic,-1
athletics,-1
annually,-1
grows,-1
nights,-1
stays,-1
talented,-1
assisting,-1
families,-1
vulnerable,-1
socially,-1
parents,-1
following,-1
duration,-1
general,-1
full,-1
unified,-1
gradually,-1
performance,-1
regulation,-1
non,-1
also,-1
budgetary,-1
mainly,-1
attachment,-1
level,-1
graduate,-1
post,-1
pre,-1
starting,-1
enrolled,-1
carried,-1
preliminary,-1
three,-1
day,-1
secondary,-1
kindergartens,-1
enrollment,-1
dropped,-1
group,-1
certain,-1
significantly,-1
number,-1
departmental,-1
community,-1
operating,-1
joint,-1
children,-1
years,-1
nursery,-1
creche,-1
guiding,-1
disproportional,-1
finding,-1
licensing,-1
accreditation,-1
actually,-1
promotes,-1
implement,-1
various,-1
articles,-1
emerged,-1
policies,-1
tax,-1
economic,-1
country,-1
given,-1
decline,-1
code,-1
standards,-1
living,-1
soaring,-1
reflected,-1
civil,-1
factors,-1
already,-1
jointly,-1
negative,-1
adopting,-1
resulting,-1
population,-1
overall,-1
adjusted,-1
admission,-1
important,-1
stated,-1
entrance,-1
progressive,-1
policy,-1
regulations,-1
include,-1
ba,-1
hinder,-1
university,-1
creation,-1
theology,-1
performances,-1
fine,-1
contradictions,-1
et,-1
expansion,-1
sciences,-1
adoption,-1
economy,-1
obligatory,-1
selective,-1
order,-1
mechanisms,-1
inadequate,-1
turning,-1
arts,-1
laws,-1
existing,-1
legislation,-1
needs,-1
thus,-1
shadow,-1
half,-1
shortage,-1
small,-1
enough,-1
tendency,-1
cases,-1
coordinated,-1
tough,-1
contributions,-1
influence,-1
framework,-1
line,-1
uncoordinated,-1
manner,-1
projected,-1
efficient,-1
debt,-1
payments,-1
effective,-1
made,-1
regular,-1
resources,-1
delays,-1
terms,-1
less,-1
considerably,-1
gets,-1
imperfect,-1
completely,-1
typical,-1
offs,-1
one,-1
cut,-1
reasons,-1
causing,-1
exceeding,-1
totaled,-1
crises,-1
independence,-1
sector,-1
prioritization,-1
reveals,-1
suffered,-1
market,-1
relations,-1
changes,-1
even,-1
registered,-1
low,-1
norms,-1
maintained,-1
therefore,-1
adequately,-1
little,-1
factor,-1
professions,-1
lack,-1
last,-1
cause,-1
processes,-1
organization,-1
subjects,-1
point,-1
computers,-1
provides,-1
enforcement,-1
center,-1
departments,-1
control,-1
statehood,-1
resulted,-1
network,-1
publication,-1
acts,-1
magazines,-1
systems,-1
bnaget,-1
establishment,-1
naturalist,-1
protection,-1
mathematics,-1
addressed,-1
couple,-1
may,-1
functional,-1
demanding,-1
urgent,-1
structures,-1
attaining,-1
top,-1
accountants,-1
solution,-1
revolving,-1
way,-1
manuals,-1
formed,-1
quality,-1
distributed,-1
problem,-1
provide,-1
acute,-1
turns,-1
proper,-1
objective,-1
approved,-1
improved,-1
adequate,-1
published,-1
councils,-1
description,0
physical,0
impact,0
movement,0
replacement,0
violence,0
demand,0
increase,0
biology,0
orientation,0
poverty,1
spiritual,1
qualified,1
values,1
recognition,1
radical,1
capacity,1
relation,1
textbook,1
reliable,1
graduates,1
locations,1
approval,1
preparation,1
importance,1
transition,1
revision,2
countries,2
specific,2
remote,2
appointment,2
progress,2
knowledge,2
doc,2
electric,2
items,2
russian,2
potential,2
activity,2
force,3
item,3
natural,3
arena,3
unique,3
recent,3
partner,3
results,3
shift,3
according,3
collection,3
draft,3
rate,3
updated,3
receive,3
term,3
issues,3
including,3
target,3
language,3
members,3
active,3
mental,3
festivals,4
buildings,4
stable,4
statements,4
issued,4
conflict,4
interaction,4
unemployed,4
strict,4
ratio,4
requirement,5
submission,5
privileges,5
documents,5
organizing,5
targeted,5
ongoing,5
filed,5
contribution,5
preschool,5
profession,5
respective,6
clarification,6
contributing,6
strengthening,6
adjustments,6
tailored,6
initiation,6
classrooms,6
securing,6
foundations,6
resumed,6
soviet,6
mpp,6
roa,7
outdated,7
employed,7
drills,7
arrangement,7
achievements,7
vacant,7
revised,7
rational,7
partial,7
responsibilities,7
abilities,7
tables,8
supported,8
involves,8
located,8
chairs,8
verified,8
priorities,8
pace,8
vast,8
necessary,8
focusing,8
rhythm,8
majority,8
titles,8
preparing,8
informed,8
attended,8
among,8
guaranteed,8
volume,8
introduced,8
gap,8
delayed,8
kindergarten,8
postponed,8
levels,8
included,8
equal,8
victims,8
strictly,8
types,8
connected,8
earthquake,8
understanding,8
receiving,8
concern,8
significant,8
phase,8
fixing,8
reasonable,8
decade,8
bachelor,8
boarding,8
mutual,8
temporary,8
remaining,9
filling,9
directly,9
returning,9
depending,9
chosen,9
sharp,9
directed,9
revising,9
separate,9
loaded,9
covering,9
served,9
rights,10
discussion,10
contract,10
annual,10
alumni,10
foreign,10
access,10
political,10
culture,10
source,10
emergency,10
promotion,10
government,10
location,10
reviews,10
capital,10
safety,10
labor,10
military,10
european,10
information,10
product,10
fitness,10
professional,10
planned,11
towards,11
brain,11
average,11
grades,11
several,11
elementary,11
character,11
situation,11
fixed,11
fourth,11
setting,11
suspended,11
definition,11
involved,11
within,11
triple,11
third,12
works,12
due,12
graduation,12
problems,12
october,12
complete,12
currently,12
age,12
points,12
tools,13
transport,13
construction,13
maintenance,13
reform,13
equipment,13
fund,13
analysis,13
rental,13
courses,13
unification,14
complexes,14
unsolicited,14
stoves,14
upbringing,14
methodical,14
workload,14
allocated,14
magistrate,14
gradual,14
magistrates,14
contesting,14
decree,14
schoolchildren,14
employing,14
ideological,14
decreased,15
marz,15
economically,15
pupil,15
pensioner,15
respectively,15
variations,15
undergoes,15
characteristic,15
proportions,15
utilized,15
imposed,15
insufficient,15
inco,15
totals,15
limitation,15
constitute,15
moreover,15
operates,15
differentiation,16
socioeconomic,16
physicist,16
curricula,16
craftsmen,16
contractual,16
craftsmanship,16
normative,16
attainment,16
centralized,16
differentiated,16
expenditures,16
subordinate,16
extern,16
preperation,16
tempus,16
prevail,17
identified,17
enjoyment,17
contrary,17
sided,17
defined,17
aas,17
consequence,17
phases,17
timelines,17
equipped,17
possibilities,17
whereas,17
forming,17
transferred,17
difficulties,17
resolved,17
sufficient,17
possess,17
gradation,18
proportional,18
lawful,18
impair,18
discrepancy,18
consequent,18
reasoned,18
sects,18
fledged,18
spheres,18
drams,18
breaks,19
difficult,19
upon,19
becomes,19
compared,19
obvious,19
filled,19
bears,19
eight,19
mentioned,19
heads,19
however,19
nowadays,19
distance,19
absolute,19
considered,19
matching,19
degrees,19
need,20
week,20
big,20
school,20
year,20
thanks,20
time,20
work,20
world,20
best,20
today,20
real,20
first,20
