label,cluster,tfidf
density,0,0.02012741064456984
workload,0,0.008153463587689425
varies,0,0.004076731793844712
optimal,0,0.011874422475590198
relocation,0,0.0318753819825961
settlements,0,0.013666952345587886
contents,0,0.00796244496069979
goris,0,0.01012233159530968
bachelors,0,0.01012233159530968
differentiation,0,0.004076731793844712
methodical,0,0.004555650781862629
aspirants,0,0.04048932638123872
magistrates,0,0.02024466319061936
catalogues,0,0.006709136881523281
doctorates,0,0.01593769099129805
repairs,0,0.01012233159530968
doctorate,0,0.005815359395988373
studentship,0,0.01012233159530968
resumption,0,0.01012233159530968
unpaid,0,0.007968845495649026
centralized,0,0.005122091718558203
redistribution,0,0.005815359395988373
descriptions,0,0.00366187329632772
magistrate,0,0.01012233159530968
armenia,0,0.5578191846954318
yerevan,0,0.04048932638123872
laboratories,0,0.01098561988898316
staffs,0,0.006709136881523281
grouped,0,0.005122091718558203
varieties,0,0.01012233159530968
vocational,0,0.0034273682042286944
stss,0,0.04048932638123872
consequent,0,0.007968845495649026
toolkit,0,0.006709136881523281
craftsmanship,0,0.01593769099129805
handicraft,0,0.01593769099129805
guidebooks,0,0.01012233159530968
objectives,0,0.0
blackboards,0,0.01012233159530968
sts,0,0.01012233159530968
equipping,0,0.002672493691847707
readjustment,0,0.01012233159530968
modification,0,0.004076731793844712
demand,1,0.006821351199200136
athletic,1,0.01012233159530968
universities,1,0.0007618076039742971
environmental,1,0.00366187329632772
youth,1,0.0026400743675952703
gender,1,0.002672493691847707
architect,1,0.007968845495649026
broadcasting,1,0.04048932638123872
source,1,0.0017088970047718054
force,1,0.0026400743675952703
resolution,1,0.0032959421677368843
sociology,1,0.01012233159530968
technologies,1,0.0038979149709715065
knowledge,1,0.004476214485743812
integrated,1,0.0015236152079485942
unemployment,1,0.002672493691847707
conferences,1,0.004555650781862629
violence,1,0.005815359395988373
groups,1,0.0009748147344538135
events,1,0.00366187329632772
workshops,1,0.002672493691847707
tools,1,0.0021534860996606526
reliable,1,0.0017088970047718054
individual,1,0.002735464407954552
data,1,0.003317685400291579
partner,1,0.0024021646822019755
pending,1,0.005122091718558203
compliance,1,0.019232456941840604
concept,1,0.004872393713714383
staffing,1,0.005122091718558203
guides,1,0.004555650781862629
propaganda,1,0.007968845495649026
values,1,0.0024453585577106913
basics,1,0.006709136881523281
physics,1,0.004076731793844712
achievement,1,0.0006635370800583158
direct,1,0.0011424560680762315
web,1,0.002672493691847707
assessment,1,0.0
integration,1,0.006635370800583158
contract,1,0.004076731793844712
independent,1,0.0011424560680762315
biology,1,0.004555650781862629
division,1,0.0029686056188975496
requires,1,0.0011424560680762315
role,1,0.0002486785825413229
deputy,1,0.006709136881523281
century,1,0.005344987383695414
personal,1,0.0019489574854857532
promote,1,0.0006635370800583158
faculty,1,0.012230195381534139
discussion,1,0.0021534860996606526
preparation,1,0.018515096112114653
forces,1,0.004555650781862629
urban,1,0.0032959421677368843
subscription,1,0.007968845495649026
officers,1,0.005815359395988373
access,1,0.0009947143301652916
rating,1,0.01593769099129805
issues,1,0.0007618076039742971
growth,1,0.0019906112401749474
formal,1,0.0009744787427428766
efforts,1,0.003960111551392906
mapping,1,0.025610458592791013
remote,1,0.00366187329632772
issue,1,0.006600185918988176
housing,1,0.00366187329632772
complex,1,0.004569824272304926
organizing,1,0.0032959421677368843
investors,1,0.006709136881523281
guidelines,1,0.0058468724564572595
printing,1,0.005815359395988373
modern,1,0.006635370800583158
replacement,1,0.008153463587689425
exhibition,1,0.006709136881523281
democracy,1,0.0029686056188975496
tutor,1,0.01012233159530968
movement,1,0.005815359395988373
transfer,1,0.010719266170171642
service,1,0.00038090380198714855
positions,1,0.0024021646822019755
innovative,1,0.004525161590001202
newly,1,0.0021534860996606526
opportunities,1,0.0
conference,1,0.004555650781862629
particular,1,0.00038090380198714855
markets,1,0.009111301563725258
labor,1,0.03295685966694948
recommendations,1,0.0006635370800583158
discount,1,0.01012233159530968
cultural,1,0.002076030368748216
worker,1,0.00732374659265544
qualified,1,0.0034273682042286944
methods,1,0.0013270741601166317
teaching,1,0.0
testing,1,0.0021534860996606526
workforce,1,0.0015083871966670675
humanitarian,1,0.011630718791976746
vacancies,1,0.004555650781862629
military,1,0.04781307297389415
relation,1,0.0013200371837976351
emergency,1,0.004555650781862629
evaluation,1,0.0031140455531223237
selection,1,0.0029686056188975496
item,1,0.03984422747824513
unique,1,0.0029686056188975496
formula,1,0.013666952345587886
practices,1,0.0013200371837976351
industrial,1,0.006591884335473769
privileges,1,0.03984422747824513
interest,1,0.0013200371837976351
term,1,0.00036555552542018007
loans,1,0.012230195381534139
documents,1,0.0029234362282286297
revision,1,0.026367537341895075
requirement,1,0.0019232456941840604
critical,1,0.0013200371837976351
officials,1,0.025633113074294042
prevention,1,0.002672493691847707
universal,1,0.005122091718558203
creative,1,0.005126691014315416
public,1,0.00036555552542018007
rewards,1,0.005122091718558203
citizens,1,0.004075597596184485
legal,1,0.0036330531453093776
transport,1,0.0017088970047718054
fitness,1,0.004076731793844712
area,1,0.0007618076039742971
democratic,1,0.0021534860996606526
physical,1,0.003016774393334135
museums,1,0.007968845495649026
facilities,1,0.004569824272304926
promotion,1,0.009139648544609852
mental,1,0.0024021646822019755
potential,1,0.0013270741601166317
natural,1,0.005769737082552182
active,1,0.00038090380198714855
appointment,1,0.01464749318531088
units,1,0.0019232456941840604
outreach,1,0.011630718791976746
internal,1,0.0013270741601166317
fee,1,0.005122091718558203
tuition,1,0.009111301563725258
discounts,1,0.01012233159530968
popular,1,0.013418273763046561
assistance,1,0.0029234362282286297
communities,1,0.0034273682042286944
inventory,1,0.007968845495649026
targeted,1,0.0015083871966670675
research,1,0.00024370368361345337
description,1,0.007206494046605927
health,1,0.0052801487351905405
extension,1,0.00366187329632772
psychology,1,0.005815359395988373
crafts,1,0.005815359395988373
participation,1,0.0
studios,1,0.007968845495649026
demands,1,0.0009744787427428766
rector,1,0.006709136881523281
office,1,0.0017088970047718054
locations,1,0.00732374659265544
planning,1,0.000519007592187054
optimization,1,0.020488366874232812
agency,1,0.0026400743675952703
inclusion,1,0.0009744787427428766
leisure,1,0.012230195381534139
recognition,1,0.004569824272304926
nutrition,1,0.008153463587689425
equality,1,0.0068355880190872215
accessories,1,0.007968845495649026
sample,1,0.005122091718558203
membership,1,0.0029686056188975496
orientation,1,0.00801748107554312
reviews,1,0.004555650781862629
parent,1,0.002672493691847707
infrastructure,1,0.00038090380198714855
representatives,1,0.0013200371837976351
business,1,0.0008151195192368971
oil,1,0.006709136881523281
electric,1,0.005122091718558203
annual,1,0.002284912136152463
devices,1,0.01744607818796512
healthcare,1,0.005122091718558203
alumni,1,0.006709136881523281
foreign,1,0.002076030368748216
safety,1,0.004804329364403951
furniture,1,0.029076796979941866
database,1,0.0019232456941840604
laboratory,1,0.018222603127450516
equipment,1,0.010282104612686083
materials,1,0.005705836634658279
screening,1,0.006709136881523281
unions,1,0.0029686056188975496
practical,1,0.002284912136152463
renovation,1,0.020488366874232812
construction,1,0.008905816856692648
target,1,0.0008151195192368971
experts,1,0.0011424560680762315
inter,1,0.004525161590001202
tours,1,0.01012233159530968
grants,1,0.0017088970047718054
additional,1,0.0036330531453093776
services,1,0.007266106290618755
donor,1,0.007968845495649026
proposal,1,0.0032959421677368843
project,1,0.0002486785825413229
submission,1,0.005815359395988373
material,1,0.0057122803403811566
building,1,0.0011427114059614457
union,1,0.0006635370800583158
disaster,1,0.013418273763046561
capital,1,0.00603354878666827
strategic,1,0.001038015184374108
communication,1,0.001038015184374108
variety,1,0.002672493691847707
enterprise,1,0.002672493691847707
employment,1,0.000519007592187054
distribution,1,0.0034177940095436107
filed,1,0.007968845495649026
survey,1,0.00861394439864261
investments,1,0.0017088970047718054
sources,1,0.0034177940095436107
qualifications,1,0.0013270741601166317
global,1,0.003016774393334135
employees,1,0.0034177940095436107
spiritual,1,0.023261437583953493
progress,1,0.0013270741601166317
multi,1,0.0052801487351905405
contribution,1,0.0008151195192368971
product,1,0.00366187329632772
activity,1,0.0006635370800583158
limited,1,0.0024021646822019755
structural,1,0.002284912136152463
draft,1,0.015083871966670674
literature,1,0.02929498637062176
republican,1,0.04781307297389415
translation,1,0.005122091718558203
library,1,0.006591884335473769
libraries,1,0.010767430498303263
medical,1,0.0029686056188975496
results,1,0.000519007592187054
electronic,1,0.004306972199321305
strategy,1,0.00012185184180672668
revenue,1,0.004076731793844712
minimal,1,0.005122091718558203
radical,1,0.005815359395988373
senior,1,0.013183768670947537
authorities,1,0.0015083871966670675
catalogue,1,0.006709136881523281
location,1,0.002672493691847707
reporting,1,0.007206494046605927
ministry,1,0.004890717115421383
competitive,1,0.005126691014315416
reform,1,0.0013270741601166317
approval,1,0.07308333637899429
charter,1,0.025633113074294042
government,1,0.0
importance,1,0.002284912136152463
credit,1,0.0015083871966670675
financial,1,0.0038090380198714854
comprehensive,1,0.006821351199200136
improvement,1,0.009201107554028948
introduction,1,0.00944978613657027
efficiency,1,0.0032604780769475883
transition,1,0.0038979149709715065
council,1,0.0015570227765611619
governance,1,0.009240260286583446
pilot,1,0.01716048338936926
sector,1,0.002238107242871906
legislative,1,0.008544485023859027
constitutional,1,0.010244183437116406
assembly,1,0.006709136881523281
basis,1,0.0
student,1,0.0
funded,1,0.004872393713714383
budget,1,0.01711750990397484
gdp,1,0.011539474165104363
comparison,1,0.004306972199321305
local,1,0.010616593280933053
property,1,0.0032959421677368843
per,1,0.013041912307790353
wages,1,0.015366275155674609
rate,1,0.0009744787427428766
salary,1,0.00801748107554312
funds,1,0.010596553750079663
reforms,1,0.013671176038174443
constitution,1,0.010244183437116406
states,1,0.0024021646822019755
citizen,1,0.03625536384510572
developing,1,0.00038090380198714855
members,1,0.0013270741601166317
published,1,0.0011424560680762315
rental,1,0.015366275155674609
approved,1,0.006460458298981958
et,1,0.005122091718558203
expansion,1,0.05612236752880184
sciences,1,0.01206709757333654
economy,1,0.0019894286603305833
admission,1,0.013362468459238535
licensing,1,0.013666952345587886
implement,1,0.000519007592187054
various,1,0.0036330531453093776
economic,1,0.003232821573037198
decline,1,0.029663479509631958
standards,1,0.0019894286603305833
poverty,1,0.00732374659265544
impact,1,0.0008151195192368971
existing,1,0.00109666657626054
independence,1,0.0019232456941840604
market,1,0.0015840739434874469
recent,1,0.0019489574854857532
arts,1,0.002672493691847707
lecturer,1,0.006709136881523281
creation,1,0.000519007592187054
quality,1,0.0
textbook,1,0.009111301563725258
fund,1,0.0026400743675952703
organization,1,0.04808114235460151
provides,1,0.0008151195192368971
collection,1,0.017309211247656546
publication,1,0.01716048338936926
magazines,1,0.006709136881523281
mathematics,1,0.004804329364403951
russian,1,0.006709136881523281
language,1,0.0016302390384737942
information,1,0.0
establishment,1,0.03313122597421071
systems,1,0.007298907880641474
network,1,0.0019906112401749474
center,1,0.027333904691175772
computers,1,0.004555650781862629
provide,1,0.0
university,1,0.006635370800583158
increase,1,0.002238107242871906
scientific,1,0.03198876990613448
capacity,1,0.00038090380198714855
survival,1,0.006709136881523281
current,1,0.0012433929127066146
maintenance,1,0.010560297470381081
international,1,0.0069630003111570415
arena,1,0.005815359395988373
includes,1,0.0024453585577106913
programs,1,0.07106504128880153
political,1,0.011962279033402636
providing,1,0.01193717462030224
management,1,0.0
organizations,1,0.03445577759457044
structure,1,0.013857031827027251
graduate,1,0.03588683710020791
regulation,1,0.012920916597963916
unified,1,0.029397430610324776
nursery,1,0.013418273763046561
institutions,1,0.019618146530882997
formation,1,0.045641128961837536
funding,1,0.03184977984279916
students,1,0.004874073672269066
science,1,0.009744787427428766
education,1,0.0
republic,1,0.04306972199321305
program,1,0.16155263831146108
educational,1,0.03704295990924491
development,1,0.0
according,1,0.007336075673132074
article,1,0.015366275155674609
law,1,0.027418945633829555
national,1,0.0
doc,1,0.20955993596568093
overview,1,0.009608658728807902
brief,1,0.008153463587689425
system,1,0.0
implementation,1,0.0
activities,1,0.01066530645564016
social,1,0.0
joint,1,0.0034273682042286944
operating,1,0.0052801487351905405
community,1,0.0017407500777892604
enrollment,1,0.029076796979941866
principles,1,0.01630239038473794
ph,1,0.04070751577191861
institution,1,0.004890717115421383
fees,1,0.011874422475590198
personnel,1,0.017309211247656546
staff,1,0.008304121474992864
directors,1,0.005122091718558203
teachers,1,0.009522595049678714
requirements,1,0.00533265322782008
required,1,0.0019894286603305833
rural,1,0.023748844951180396
areas,1,0.0
administrative,1,0.0058468724564572595
employee,1,0.00732374659265544
countries,1,0.010282104612686083
european,1,0.0011427114059614457
professor,1,0.012230195381534139
diploma,1,0.004804329364403951
professors,1,0.025633113074294042
degree,1,0.00796244496069979
graduates,1,0.002284912136152463
secondary,1,0.07010027865437315
general,1,0.0009748147344538135
schools,1,0.021137679516012448
colleges,1,0.004804329364403951
licensed,1,0.005815359395988373
curriculum,1,0.0026541483202332634
athletics,1,0.007968845495649026
technical,1,0.015840446205571623
training,1,0.010941857631818208
centers,1,0.013666952345587886
based,1,0.0
courses,1,0.020564209225372165
professional,1,0.0
learning,1,0.00109666657626054
profession,1,0.0019489574854857532
professionals,1,0.03295942167736884
studies,1,0.007266106290618755
qualification,1,0.03564100396253615
registered,1,0.0024021646822019755
culture,1,0.0006635370800583158
policy,1,0.0006092592090336333
tax,1,0.011874422475590198
policies,1,0.0002486785825413229
relations,1,0.014412988093211855
articles,1,0.010244183437116406
influence,1,0.0015083871966670675
adoption,1,0.012920916597963916
agencies,1,0.003960111551392906
regional,1,0.0006092592090336333
connections,1,0.010767430498303263
links,1,0.0026400743675952703
debt,1,0.005815359395988373
solution,1,0.018222603127450516
payments,1,0.03585464202990742
enforcement,1,0.011630718791976746
urgent,1,0.01630692717537885
framework,1,0.0
functional,1,0.0021534860996606526
items,1,0.004555650781862629
protection,1,0.007541935983335337
rights,1,0.004525161590001202
specific,1,0.0013270741601166317
terms,1,0.005705836634658279
delays,1,0.005815359395988373
resources,1,0.00109666657626054
effective,1,0.000519007592187054
code,1,0.010244183437116406
analysis,1,0.004152060737496432
progressive,1,0.022778253909313144
executive,1,0.0032959421677368843
society,1,0.0
preschool,1,0.04555650781862629
conditions,1,0.014013204989050457
legislation,1,0.005971833720524842
laws,1,0.0415604786645657
civil,1,0.0029234362282286297
ongoing,1,0.0019232456941840604
efficient,1,0.005705836634658279
reveals,1,0.006709136881523281
skills,1,0.0
people,2,0.0011427114059614457
complete,2,0.0032604780769475883
well,2,0.0
case,2,0.0006635370800583158
average,2,0.010560297470381081
classes,2,0.005126691014315416
triple,2,0.006709136881523281
long,2,0.0016302390384737942
allowed,2,0.00366187329632772
basic,2,0.0062280911062446475
like,2,0.0017088970047718054
already,2,0.0019489574854857532
least,2,0.0029234362282286297
months,2,0.004804329364403951
male,2,0.011630718791976746
leaving,2,0.0024021646822019755
shift,2,0.002672493691847707
means,2,0.0011427114059614457
mid,2,0.15379867844576425
supporting,2,0.0007618076039742971
could,2,0.0009744787427428766
without,2,0.0016302390384737942
besides,2,0.011630718791976746
grow,2,0.005937211237795099
available,2,0.00024370368361345337
special,2,0.017902478693395982
actual,2,0.0019232456941840604
cover,2,0.0015083871966670675
parents,2,0.013200371837976352
talented,2,0.0032959421677368843
stays,2,0.007968845495649026
completely,2,0.008153463587689425
nights,2,0.01012233159530968
using,2,0.000519007592187054
receive,2,0.0008151195192368971
share,2,0.0058468724564572595
member,2,0.0017088970047718054
get,2,0.0034177940095436107
junior,2,0.004076731793844712
times,2,0.005344987383695414
point,2,0.0038979149709715065
need,2,0.0012433929127066146
mention,2,0.006709136881523281
younger,2,0.00366187329632772
comes,2,0.00732374659265544
teacher,2,0.003981222480349895
radio,2,0.033545684407616405
tv,2,0.03984422747824513
turning,2,0.03036699478592904
side,2,0.004555650781862629
actually,2,0.013666952345587886
world,2,0.0008151195192368971
total,2,0.004569824272304926
got,2,0.01012233159530968
internet,2,0.007692982776736241
women,2,0.013183768670947537
men,2,0.005122091718558203
almost,2,0.014412988093211855
still,2,0.013200371837976352
involved,2,0.005190075921870539
heads,2,0.01630692717537885
since,2,0.004569824272304926
brain,2,0.006709136881523281
sub,2,0.005344987383695414
time,2,0.0009947143301652916
graduation,2,0.004804329364403951
worse,2,0.006709136881523281
factor,2,0.0034177940095436107
important,2,0.001038015184374108
free,2,0.015840446205571623
study,2,0.0007460357476239687
care,2,0.008544485023859027
september,2,0.01603496215108624
faces,2,0.006709136881523281
action,2,0.0012433929127066146
course,2,0.0029234362282286297
self,2,0.008966314711605868
though,2,0.014843028094487749
cause,2,0.00732374659265544
quick,2,0.006709136881523281
paid,2,0.015385965553472483
main,2,0.005713557029807228
planned,2,0.0016302390384737942
beginning,2,0.0021534860996606526
used,2,0.0002486785825413229
nation,2,0.015366275155674609
october,2,0.00732374659265544
july,2,0.002672493691847707
st,2,0.0013200371837976351
serious,2,0.0032959421677368843
short,2,0.0026400743675952703
best,2,0.0015570227765611619
first,2,0.0034815001555785208
history,2,0.005937211237795099
working,2,0.00038090380198714855
period,2,0.0006092592090336333
always,2,0.0029686056188975496
enjoyed,2,0.01012233159530968
high,2,0.0014920714952479375
opening,2,0.004555650781862629
keeping,2,0.0021534860996606526
clearly,2,0.0008151195192368971
view,2,0.004569824272304926
called,2,0.0021534860996606526
nowadays,2,0.007968845495649026
within,2,0.002315184994327807
old,2,0.007692982776736241
step,2,0.0034177940095436107
moving,2,0.004076731793844712
job,2,0.0017088970047718054
state,2,0.01876518363823591
yet,2,0.006460458298981958
kapan,2,0.01012233159530968
big,2,0.0032959421677368843
week,2,0.0032959421677368843
nd,2,0.0029686056188975496
december,2,0.004804329364403951
poor,2,0.005344987383695414
points,2,0.0011424560680762315
decision,2,0.005190075921870539
making,2,0.0015840739434874469
june,2,0.005344987383695414
